# Wavelength, Absorbance
2.200000000000000000e+02,4.676349981297261316e+00
2.210000000000000000e+02,3.233420963431726136e+00
2.220000000000000000e+02,3.513214827885664970e+00
2.230000000000000000e+02,3.575021359456655112e+00
2.240000000000000000e+02,4.255247933500486468e+00
2.250000000000000000e+02,5.231356026182993446e+00
2.260000000000000000e+02,4.190325561126362786e+00
2.270000000000000000e+02,3.565388721839154673e+00
2.280000000000000000e+02,4.829212367092416969e+00
2.290000000000000000e+02,6.100536053260299241e+00
2.300000000000000000e+02,5.725210574263780217e+00
2.310000000000000000e+02,5.465408949118113036e+00
2.320000000000000000e+02,4.757392684271978034e+00
2.330000000000000000e+02,6.060440970468135902e+00
2.340000000000000000e+02,4.823733627924128520e+00
2.350000000000000000e+02,4.293487337008878413e+00
2.360000000000000000e+02,4.302648825152449064e+00
2.370000000000000000e+02,6.074328803519587261e+00
2.380000000000000000e+02,4.903437173246253167e+00
2.390000000000000000e+02,3.350351438615253308e+00
2.400000000000000000e+02,2.985753996115616538e+00
2.410000000000000000e+02,2.633067803743093460e+00
2.420000000000000000e+02,2.840206890455439392e+00
2.430000000000000000e+02,3.271961845575298788e+00
2.440000000000000000e+02,4.085531734253770253e+00
2.450000000000000000e+02,3.155753869263074662e+00
2.460000000000000000e+02,4.768261314230722192e+00
2.470000000000000000e+02,2.427741211025829848e+00
2.480000000000000000e+02,4.650348242760743211e+00
2.490000000000000000e+02,1.727041131817225850e+00
2.500000000000000000e+02,2.005221136571992080e+00
2.510000000000000000e+02,4.296571384927352355e+00
2.520000000000000000e+02,2.323070391121721201e+00
2.530000000000000000e+02,3.413725668267543867e+00
2.540000000000000000e+02,4.083043407201582653e+00
2.550000000000000000e+02,2.690477850434217721e+00
2.560000000000000000e+02,2.503734531451144107e+00
2.570000000000000000e+02,3.309219344055580159e+00
2.580000000000000000e+02,3.208175516976041308e+00
2.590000000000000000e+02,4.001428206521889130e+00
2.600000000000000000e+02,3.725348318007609905e+00
2.610000000000000000e+02,2.680700714959964870e+00
2.620000000000000000e+02,3.792168722075308196e+00
2.630000000000000000e+02,3.580216651382255755e+00
2.640000000000000000e+02,1.913927977058480945e+00
2.650000000000000000e+02,3.440330408019339536e+00
2.660000000000000000e+02,4.417910087404244734e+00
2.670000000000000000e+02,2.239299839160937999e+00
2.680000000000000000e+02,2.489806360214816383e+00
2.690000000000000000e+02,1.995658349813008492e+00
2.700000000000000000e+02,2.375536187034947844e+00
2.710000000000000000e+02,2.392948029848303904e+00
2.720000000000000000e+02,4.382433896169764864e+00
2.730000000000000000e+02,3.725076990663344301e+00
2.740000000000000000e+02,2.634558349768808760e+00
2.750000000000000000e+02,2.482375176259903782e+00
2.760000000000000000e+02,5.325875710713299682e+00
2.770000000000000000e+02,5.307787086754111705e+00
2.780000000000000000e+02,4.753732573656135330e+00
2.790000000000000000e+02,5.067873607161928362e+00
2.800000000000000000e+02,3.857409852988010535e+00
2.810000000000000000e+02,3.753708211432959629e+00
2.820000000000000000e+02,4.990326953769343987e+00
2.830000000000000000e+02,5.989092547531427613e+00
2.840000000000000000e+02,5.221406537917343549e+00
2.850000000000000000e+02,4.613703615059605134e+00
2.860000000000000000e+02,5.443901839973463552e+00
2.870000000000000000e+02,3.556007019511481904e+00
2.880000000000000000e+02,5.777834688478146852e+00
2.890000000000000000e+02,5.039823165597994148e+00
2.900000000000000000e+02,3.286944626328391017e+00
2.910000000000000000e+02,5.577779953650640721e+00
2.920000000000000000e+02,5.785796106379376802e+00
2.930000000000000000e+02,4.126007622989996904e+00
2.940000000000000000e+02,5.214019496264866049e+00
2.950000000000000000e+02,4.600951782077615348e+00
2.960000000000000000e+02,3.156148987797263050e+00
2.970000000000000000e+02,3.050058695253130558e+00
2.980000000000000000e+02,3.016894745273622114e+00
2.990000000000000000e+02,3.728303124507582833e+00
3.000000000000000000e+02,3.265701194636340343e+00
3.010000000000000000e+02,5.212346923048784220e+00
3.020000000000000000e+02,4.204666475297445416e+00
3.030000000000000000e+02,3.839017224137788897e+00
3.040000000000000000e+02,3.148431387827345329e+00
3.050000000000000000e+02,5.934798694826408649e+00
3.060000000000000000e+02,4.266595992674380611e+00
3.070000000000000000e+02,4.852369823154245587e+00
3.080000000000000000e+02,4.736987029885080247e+00
3.090000000000000000e+02,3.377145668961153646e+00
3.100000000000000000e+02,5.791346811159376884e+00
3.110000000000000000e+02,4.472467894465052218e+00
3.120000000000000000e+02,5.743841992093102533e+00
3.130000000000000000e+02,4.871214759603574862e+00
3.140000000000000000e+02,5.134498976921494595e+00
3.150000000000000000e+02,3.737470168414151139e+00
3.160000000000000000e+02,3.693873870262982972e+00
3.170000000000000000e+02,2.870054312959882559e+00
3.180000000000000000e+02,4.094334748187485218e+00
3.190000000000000000e+02,5.498391946280868581e+00
3.200000000000000000e+02,3.183991860848715660e+00
3.210000000000000000e+02,3.888948745025013309e+00
3.220000000000000000e+02,3.965073390879647164e+00
3.230000000000000000e+02,3.636138709850018635e+00
3.240000000000000000e+02,4.376331177019411101e+00
3.250000000000000000e+02,4.204244576912945064e+00
3.260000000000000000e+02,4.431059509362535564e+00
3.270000000000000000e+02,2.580716428425376296e+00
3.280000000000000000e+02,2.689922268386663262e+00
3.290000000000000000e+02,3.486729297312876064e+00
3.300000000000000000e+02,2.637840631602915042e+00
3.310000000000000000e+02,3.320708011620298272e+00
3.320000000000000000e+02,1.861986897453172585e+00
3.330000000000000000e+02,1.920741109216425269e+00
3.340000000000000000e+02,1.688923570385539641e+00
3.350000000000000000e+02,2.442540946752493447e+00
3.360000000000000000e+02,1.961603895470145353e+00
3.370000000000000000e+02,1.981520790140665511e+00
3.380000000000000000e+02,2.936009382334943574e+00
3.390000000000000000e+02,1.539214928878086752e+00
3.400000000000000000e+02,1.146676023141788292e+00
3.410000000000000000e+02,3.106535013795848954e+00
3.420000000000000000e+02,2.096079802406270787e+00
3.430000000000000000e+02,3.793852556496937645e+00
3.440000000000000000e+02,3.779272382981056388e+00
3.450000000000000000e+02,3.541556878986262369e+00
3.460000000000000000e+02,1.752671833619197761e+00
3.470000000000000000e+02,3.350924727415666826e+00
3.480000000000000000e+02,2.185698473117148488e+00
3.490000000000000000e+02,2.312922654150293411e+00
3.500000000000000000e+02,3.248287693151830080e+00
3.510000000000000000e+02,2.709350513159960894e+00
3.520000000000000000e+02,1.102071568142564573e+00
3.530000000000000000e+02,1.780447556393848441e+00
3.540000000000000000e+02,2.488343321366108363e+00
3.550000000000000000e+02,6.506592381969522609e-01
3.560000000000000000e+02,2.611693950535815656e+00
3.570000000000000000e+02,3.233536076741319043e+00
3.580000000000000000e+02,2.635357139637267476e+00
3.590000000000000000e+02,1.649303273904076939e+00
3.600000000000000000e+02,2.679268946996901324e+00
3.610000000000000000e+02,9.300909368361354179e-01
3.620000000000000000e+02,3.249765511029360177e+00
3.630000000000000000e+02,3.132034172414013273e+00
3.640000000000000000e+02,2.677652403041731688e+00
3.650000000000000000e+02,7.506601911391626025e-01
3.660000000000000000e+02,1.140056513846494646e+00
3.670000000000000000e+02,2.805007031396124173e+00
3.680000000000000000e+02,1.681026407982558091e+00
3.690000000000000000e+02,2.440920045683838246e+00
3.700000000000000000e+02,8.134930723699256294e-01
3.710000000000000000e+02,2.786712948031333070e+00
3.720000000000000000e+02,2.314509434833308621e+00
3.730000000000000000e+02,2.487990554309783775e+00
3.740000000000000000e+02,1.191421236816872842e+00
3.750000000000000000e+02,9.695284853121467483e-01
3.760000000000000000e+02,1.819591448094696418e+00
3.770000000000000000e+02,1.023218416303662615e+00
3.780000000000000000e+02,2.755753308451828865e+00
3.790000000000000000e+02,2.369715651487115160e+00
3.800000000000000000e+02,1.533229221484574190e+00
3.810000000000000000e+02,2.490456014222866443e+00
3.820000000000000000e+02,3.021939536746408361e+00
3.830000000000000000e+02,2.660713465183119464e+00
3.840000000000000000e+02,2.715407344039721949e+00
3.850000000000000000e+02,4.669854079346437703e-01
3.860000000000000000e+02,1.144677226910638002e+00
3.870000000000000000e+02,2.537813685280142284e+00
3.880000000000000000e+02,1.595058609746023981e+00
3.890000000000000000e+02,3.278490213911467777e+00
3.900000000000000000e+02,2.445445814465441625e+00
3.910000000000000000e+02,2.682727353929013070e+00
3.920000000000000000e+02,1.737163887378952332e+00
3.930000000000000000e+02,3.593622114185207050e-01
3.940000000000000000e+02,2.913281088841147337e+00
3.950000000000000000e+02,3.020819898922669999e+00
3.960000000000000000e+02,4.533693054510989917e-01
3.970000000000000000e+02,1.727705023611726176e+00
3.980000000000000000e+02,6.749822262803566453e-01
3.990000000000000000e+02,2.095872107532936734e+00
4.000000000000000000e+02,2.896051408358978563e+00
4.010000000000000000e+02,2.081614286110637924e+00
4.020000000000000000e+02,3.158726162041411101e+00
4.030000000000000000e+02,2.269886424838444050e+00
4.040000000000000000e+02,1.871186834584020797e+00
4.050000000000000000e+02,3.335923269876594155e+00
4.060000000000000000e+02,6.389470166272848139e-01
4.070000000000000000e+02,1.346155155612182686e+00
4.080000000000000000e+02,1.372918480873585922e+00
4.090000000000000000e+02,1.551611294557126985e+00
4.100000000000000000e+02,3.456754734372856408e+00
4.110000000000000000e+02,1.321782627381801412e+00
4.120000000000000000e+02,3.113307722201378969e+00
4.130000000000000000e+02,1.585473346546261597e+00
4.140000000000000000e+02,2.202586562737625986e+00
4.150000000000000000e+02,1.127081028421573539e+00
4.160000000000000000e+02,1.909893993827536329e+00
4.170000000000000000e+02,3.300518470968862861e+00
4.180000000000000000e+02,1.029823321854772100e+00
4.190000000000000000e+02,3.311692689602162787e+00
4.200000000000000000e+02,2.603840532245133677e+00
4.210000000000000000e+02,1.783260112619975857e+00
4.220000000000000000e+02,2.920714088493441718e+00
4.230000000000000000e+02,1.546005791803558793e+00
4.240000000000000000e+02,2.422472882114855786e+00
4.250000000000000000e+02,3.512787674363964996e+00
4.260000000000000000e+02,3.108408467762855398e+00
4.270000000000000000e+02,2.100776924607625773e+00
4.280000000000000000e+02,1.306735651549870703e+00
4.290000000000000000e+02,3.690372352498637820e+00
4.300000000000000000e+02,3.528518644932816084e+00
4.310000000000000000e+02,3.115602312026856335e+00
4.320000000000000000e+02,1.262177726247186937e+00
4.330000000000000000e+02,3.336679036622178796e+00
4.340000000000000000e+02,1.354665422525121121e+00
4.350000000000000000e+02,1.216646306218791551e+00
4.360000000000000000e+02,1.300959127032759177e+00
4.370000000000000000e+02,1.567076998482287875e+00
4.380000000000000000e+02,1.856367359837259645e+00
4.390000000000000000e+02,2.318508499317764038e+00
4.400000000000000000e+02,1.808239033737363055e+00
4.410000000000000000e+02,2.894897603602290204e+00
4.420000000000000000e+02,1.075050080984666145e+00
4.430000000000000000e+02,3.747040174620141606e+00
4.440000000000000000e+02,4.012292200346985638e+00
4.450000000000000000e+02,3.379722566886807833e+00
4.460000000000000000e+02,3.865501776424844049e+00
4.470000000000000000e+02,1.086784674691199992e+00
4.480000000000000000e+02,1.914483763502103919e+00
4.490000000000000000e+02,3.092067132924467998e+00
4.500000000000000000e+02,1.250814272045505771e+00
4.510000000000000000e+02,3.000575684326308501e+00
4.520000000000000000e+02,3.778848221785174211e+00
4.530000000000000000e+02,1.539080408483926909e+00
4.540000000000000000e+02,3.209090448838348486e+00
4.550000000000000000e+02,4.043447272793359915e+00
4.560000000000000000e+02,1.402156499250799992e+00
4.570000000000000000e+02,2.128078731757316433e+00
4.580000000000000000e+02,1.713939153181975872e+00
4.590000000000000000e+02,3.310075674611435481e+00
4.600000000000000000e+02,3.078375566762075799e+00
4.610000000000000000e+02,1.775179734681960664e+00
4.620000000000000000e+02,1.608102094197309651e+00
4.630000000000000000e+02,2.349969749041252776e+00
4.640000000000000000e+02,2.672771314102277973e+00
4.650000000000000000e+02,1.600348280193423234e+00
4.660000000000000000e+02,2.032377844346552997e+00
4.670000000000000000e+02,1.535392541984133885e+00
4.680000000000000000e+02,3.292815408326458027e+00
4.690000000000000000e+02,1.679089651374262360e+00
4.700000000000000000e+02,1.665179596089630287e+00
4.710000000000000000e+02,3.887233999037536414e+00
4.720000000000000000e+02,3.913323629474705356e+00
4.730000000000000000e+02,1.659960589904142747e+00
4.740000000000000000e+02,3.626308790237064095e+00
4.750000000000000000e+02,3.753760549288581494e+00
4.760000000000000000e+02,1.232333341743100608e+00
4.770000000000000000e+02,1.839821096867091832e+00
4.780000000000000000e+02,4.038437889870938768e+00
4.790000000000000000e+02,1.855198799080758576e+00
