# Wavelength, Absorbance
2.200000000000000000e+02,4.527553859361145960e+00
2.210000000000000000e+02,3.222728309422328685e+00
2.220000000000000000e+02,3.285014045115625336e+00
2.230000000000000000e+02,5.117916932154003007e+00
2.240000000000000000e+02,4.402162382324606327e+00
2.250000000000000000e+02,3.178987896781863220e+00
2.260000000000000000e+02,4.301213528596691482e+00
2.270000000000000000e+02,5.038148377809179124e+00
2.280000000000000000e+02,5.796665986281404948e+00
2.290000000000000000e+02,5.786375359572282662e+00
2.300000000000000000e+02,4.548516958407930133e+00
2.310000000000000000e+02,6.284395387586547699e+00
2.320000000000000000e+02,6.514589173006617884e+00
2.330000000000000000e+02,5.537362428644703627e+00
2.340000000000000000e+02,6.099616298909888101e+00
2.350000000000000000e+02,3.898347633877495610e+00
2.360000000000000000e+02,3.969792938557739070e+00
2.370000000000000000e+02,5.403825999836870508e+00
2.380000000000000000e+02,5.916122832813116794e+00
2.390000000000000000e+02,3.424655634172952823e+00
2.400000000000000000e+02,4.579755789011739964e+00
2.410000000000000000e+02,2.625123999405456487e+00
2.420000000000000000e+02,4.108453230028061398e+00
2.430000000000000000e+02,4.614666441023951293e+00
2.440000000000000000e+02,2.718258244070843599e+00
2.450000000000000000e+02,2.889081243893306450e+00
2.460000000000000000e+02,3.254273222352404460e+00
2.470000000000000000e+02,3.400623986103379792e+00
2.480000000000000000e+02,3.276065781783987774e+00
2.490000000000000000e+02,3.442388681167563913e+00
2.500000000000000000e+02,3.915829360136220405e+00
2.510000000000000000e+02,1.766373161473953957e+00
2.520000000000000000e+02,1.996518295518020736e+00
2.530000000000000000e+02,1.799109898072440039e+00
2.540000000000000000e+02,3.731079153329217135e+00
2.550000000000000000e+02,3.672840615570674316e+00
2.560000000000000000e+02,3.872653680454870795e+00
2.570000000000000000e+02,3.701406334578595025e+00
2.580000000000000000e+02,1.805508199973100858e+00
2.590000000000000000e+02,3.287576525504223746e+00
2.600000000000000000e+02,2.881292976676063766e+00
2.610000000000000000e+02,3.429542525341593873e+00
2.620000000000000000e+02,1.980443333894978286e+00
2.630000000000000000e+02,3.615703366220180293e+00
2.640000000000000000e+02,3.874177975728191115e+00
2.650000000000000000e+02,3.795064616417011649e+00
2.660000000000000000e+02,4.138108973196647611e+00
2.670000000000000000e+02,4.351224462457384590e+00
2.680000000000000000e+02,3.170177365178662665e+00
2.690000000000000000e+02,2.823060078363474723e+00
2.700000000000000000e+02,3.089510561235905062e+00
2.710000000000000000e+02,4.804341885434584292e+00
2.720000000000000000e+02,4.111295192693194878e+00
2.730000000000000000e+02,3.473348094581827805e+00
2.740000000000000000e+02,4.017252444759182417e+00
2.750000000000000000e+02,3.548682039089732232e+00
2.760000000000000000e+02,4.066198485381418593e+00
2.770000000000000000e+02,3.673808502787677899e+00
2.780000000000000000e+02,4.964581867713927288e+00
2.790000000000000000e+02,3.695716867061728639e+00
2.800000000000000000e+02,5.716755522777773990e+00
2.810000000000000000e+02,4.701911849083627359e+00
2.820000000000000000e+02,4.984652745730481449e+00
2.830000000000000000e+02,4.313371240355600378e+00
2.840000000000000000e+02,5.344792986757158637e+00
2.850000000000000000e+02,3.536495864051781624e+00
2.860000000000000000e+02,5.610665235495851277e+00
2.870000000000000000e+02,5.102857168060565662e+00
2.880000000000000000e+02,3.376391105445014418e+00
2.890000000000000000e+02,4.210104323610844190e+00
2.900000000000000000e+02,4.243344209148676605e+00
2.910000000000000000e+02,4.049475364120650234e+00
2.920000000000000000e+02,5.730242427581235809e+00
2.930000000000000000e+02,3.114325004402767050e+00
2.940000000000000000e+02,3.077033852724419649e+00
2.950000000000000000e+02,4.209864910605070065e+00
2.960000000000000000e+02,3.175313649903033664e+00
2.970000000000000000e+02,3.526081459770602056e+00
2.980000000000000000e+02,4.254981195631921231e+00
2.990000000000000000e+02,4.550108868728276690e+00
3.000000000000000000e+02,5.048237134389711223e+00
3.010000000000000000e+02,3.173890943912626383e+00
3.020000000000000000e+02,5.364161410326843793e+00
3.030000000000000000e+02,5.793147827655982240e+00
3.040000000000000000e+02,4.003564410564248277e+00
3.050000000000000000e+02,3.539955274269078966e+00
3.060000000000000000e+02,5.710249901397997263e+00
3.070000000000000000e+02,4.603497633647457121e+00
3.080000000000000000e+02,5.493641131018414114e+00
3.090000000000000000e+02,3.951476816320047547e+00
3.100000000000000000e+02,4.997433742386333755e+00
3.110000000000000000e+02,3.906433002130717203e+00
3.120000000000000000e+02,5.730612319063498994e+00
3.130000000000000000e+02,4.893161500046692147e+00
3.140000000000000000e+02,4.986128073009757244e+00
3.150000000000000000e+02,4.565794842037793622e+00
3.160000000000000000e+02,4.910372945853612947e+00
3.170000000000000000e+02,4.215203487057612719e+00
3.180000000000000000e+02,4.465013336593457893e+00
3.190000000000000000e+02,4.473484619241776095e+00
3.200000000000000000e+02,5.183020252138215156e+00
3.210000000000000000e+02,4.267531578876825549e+00
3.220000000000000000e+02,4.505993029443112974e+00
3.230000000000000000e+02,3.095276194177138507e+00
3.240000000000000000e+02,2.284366329969451215e+00
3.250000000000000000e+02,5.018323896750441548e+00
3.260000000000000000e+02,3.914836405282107634e+00
3.270000000000000000e+02,4.377966641583443064e+00
3.280000000000000000e+02,3.259769409640921545e+00
3.290000000000000000e+02,2.463561634262581901e+00
3.300000000000000000e+02,4.730653750875840835e+00
3.310000000000000000e+02,4.175021339970422574e+00
3.320000000000000000e+02,2.950786283191655812e+00
3.330000000000000000e+02,3.382437611302169245e+00
3.340000000000000000e+02,2.745144124532865604e+00
3.350000000000000000e+02,1.792919030931780844e+00
3.360000000000000000e+02,3.157028335527270357e+00
3.370000000000000000e+02,2.568961693759904907e+00
3.380000000000000000e+02,3.573017517376074537e+00
3.390000000000000000e+02,1.840014759485377072e+00
3.400000000000000000e+02,1.437649699088007660e+00
3.410000000000000000e+02,1.333988974473478528e+00
3.420000000000000000e+02,1.314414418405495111e+00
3.430000000000000000e+02,3.254995908205413180e+00
3.440000000000000000e+02,1.712094656386434988e+00
3.450000000000000000e+02,8.262635415324243171e-01
3.460000000000000000e+02,3.035166100266937228e+00
3.470000000000000000e+02,3.182529688727152362e+00
3.480000000000000000e+02,3.120514965620912129e+00
3.490000000000000000e+02,1.364442519948349197e+00
