# Wavelength, Absorbance
2.200000000000000000e+02,4.873644645043206935e+00
2.210000000000000000e+02,5.568599335305708387e+00
2.220000000000000000e+02,3.053703502362672406e+00
2.230000000000000000e+02,3.332450321475077804e+00
2.240000000000000000e+02,3.894131177219107176e+00
2.250000000000000000e+02,3.677246015512161126e+00
2.260000000000000000e+02,4.592254482091030710e+00
2.270000000000000000e+02,2.860721849422383389e+00
2.280000000000000000e+02,4.370409157712050074e+00
2.290000000000000000e+02,5.553495782262899638e+00
2.300000000000000000e+02,4.495626680708744161e+00
2.310000000000000000e+02,7.089916985917881220e+00
2.320000000000000000e+02,5.184833953658766426e+00
2.330000000000000000e+02,5.886385701379793112e+00
2.340000000000000000e+02,4.309059297904644481e+00
2.350000000000000000e+02,4.100763884857692609e+00
2.360000000000000000e+02,4.680939254595604559e+00
2.370000000000000000e+02,3.684212819739582478e+00
2.380000000000000000e+02,3.091453366584529405e+00
2.390000000000000000e+02,4.329784680633118832e+00
2.400000000000000000e+02,3.356488936771172327e+00
2.410000000000000000e+02,4.014715762648177311e+00
2.420000000000000000e+02,2.695430306891688055e+00
2.430000000000000000e+02,2.886202518881262336e+00
2.440000000000000000e+02,3.547161276912241590e+00
2.450000000000000000e+02,4.286943870747313312e+00
2.460000000000000000e+02,2.848359630635203033e+00
2.470000000000000000e+02,3.344748704373217585e+00
2.480000000000000000e+02,3.677101488420656317e+00
2.490000000000000000e+02,3.409362114291649704e+00
2.500000000000000000e+02,4.087034286727565302e+00
2.510000000000000000e+02,3.408339756058827330e+00
2.520000000000000000e+02,2.119105936742065488e+00
2.530000000000000000e+02,1.632265476913579150e+00
2.540000000000000000e+02,2.275482020108602566e+00
2.550000000000000000e+02,3.968514987753694712e+00
2.560000000000000000e+02,3.410847917373235560e+00
2.570000000000000000e+02,2.510112217421529568e+00
2.580000000000000000e+02,3.572728587063924266e+00
2.590000000000000000e+02,4.069681077143965986e+00
2.600000000000000000e+02,1.968268117658902749e+00
2.610000000000000000e+02,2.468153150147257335e+00
2.620000000000000000e+02,3.792942656398599066e+00
2.630000000000000000e+02,3.842513249793104269e+00
2.640000000000000000e+02,1.685085600085200586e+00
2.650000000000000000e+02,1.605747860835065044e+00
2.660000000000000000e+02,1.803062845185555929e+00
2.670000000000000000e+02,3.753681964461183629e+00
2.680000000000000000e+02,4.675459840351733121e+00
2.690000000000000000e+02,3.491312378895765622e+00
2.700000000000000000e+02,2.090281387862594986e+00
2.710000000000000000e+02,4.952377132977769492e+00
2.720000000000000000e+02,4.483852540538078024e+00
2.730000000000000000e+02,2.320886394278171228e+00
2.740000000000000000e+02,4.693294831659348354e+00
2.750000000000000000e+02,5.341732936229700357e+00
2.760000000000000000e+02,4.980367925462400258e+00
2.770000000000000000e+02,5.538611886731724887e+00
2.780000000000000000e+02,5.524111440685974372e+00
2.790000000000000000e+02,5.400589133244324991e+00
2.800000000000000000e+02,5.712420240572522623e+00
2.810000000000000000e+02,3.655780323193424053e+00
2.820000000000000000e+02,4.556181923596303918e+00
2.830000000000000000e+02,4.293927309243909640e+00
2.840000000000000000e+02,5.462314094983878654e+00
2.850000000000000000e+02,4.636052138576329362e+00
2.860000000000000000e+02,5.721378770934810731e+00
2.870000000000000000e+02,5.215034454616012560e+00
2.880000000000000000e+02,5.992446364118933388e+00
2.890000000000000000e+02,5.729008295090785907e+00
2.900000000000000000e+02,4.277053206386609574e+00
2.910000000000000000e+02,4.664971590027762183e+00
2.920000000000000000e+02,4.528111866859735102e+00
2.930000000000000000e+02,5.550090184253861025e+00
2.940000000000000000e+02,3.035242950228171921e+00
2.950000000000000000e+02,4.850974827684304103e+00
2.960000000000000000e+02,5.068211402304372726e+00
2.970000000000000000e+02,4.475383959267961842e+00
2.980000000000000000e+02,3.205963291697608852e+00
2.990000000000000000e+02,3.267006720724667801e+00
3.000000000000000000e+02,3.528983612869393660e+00
3.010000000000000000e+02,5.377802680149381231e+00
3.020000000000000000e+02,3.001860611267948897e+00
3.030000000000000000e+02,4.120170958490072977e+00
3.040000000000000000e+02,5.332798588659388273e+00
3.050000000000000000e+02,5.034868692860698047e+00
3.060000000000000000e+02,3.815239304989150426e+00
3.070000000000000000e+02,3.103314211239800890e+00
3.080000000000000000e+02,5.531736917101108375e+00
3.090000000000000000e+02,4.553838328364504306e+00
3.100000000000000000e+02,5.923765366484104788e+00
3.110000000000000000e+02,5.286827978516183357e+00
3.120000000000000000e+02,4.290832354327704934e+00
3.130000000000000000e+02,4.278060784925504123e+00
3.140000000000000000e+02,5.559493314318240564e+00
3.150000000000000000e+02,4.130178735434689941e+00
3.160000000000000000e+02,5.649148394586696043e+00
3.170000000000000000e+02,4.995908433651006675e+00
3.180000000000000000e+02,3.608977504306114525e+00
3.190000000000000000e+02,3.085215767230939043e+00
3.200000000000000000e+02,3.518510658313693362e+00
3.210000000000000000e+02,4.995416503927122776e+00
3.220000000000000000e+02,2.743458618601387400e+00
3.230000000000000000e+02,2.996648962092645974e+00
3.240000000000000000e+02,4.388332733261323781e+00
3.250000000000000000e+02,4.768074257001089222e+00
3.260000000000000000e+02,4.160645932161929572e+00
3.270000000000000000e+02,3.107660949872548706e+00
3.280000000000000000e+02,3.990017784602179596e+00
3.290000000000000000e+02,2.377806891993869964e+00
3.300000000000000000e+02,4.082397426923759731e+00
3.310000000000000000e+02,1.892676795858470484e+00
3.320000000000000000e+02,3.065696952024648425e+00
3.330000000000000000e+02,3.245506720779722354e+00
3.340000000000000000e+02,1.781336232604351366e+00
3.350000000000000000e+02,1.593485050848558515e+00
3.360000000000000000e+02,3.484168354851990834e+00
3.370000000000000000e+02,1.778940622877741795e+00
3.380000000000000000e+02,1.852480191990282243e+00
3.390000000000000000e+02,3.114196385831614400e+00
3.400000000000000000e+02,1.746132422910056770e+00
3.410000000000000000e+02,1.176344325239385480e+00
3.420000000000000000e+02,2.712741089065866973e+00
3.430000000000000000e+02,1.212766744948818864e+00
3.440000000000000000e+02,1.156304991856107467e+00
3.450000000000000000e+02,3.596400172234799353e+00
3.460000000000000000e+02,2.387513538717763062e+00
3.470000000000000000e+02,3.308031649593883738e+00
3.480000000000000000e+02,1.146035498142779829e+00
