# Wavelength, Absorbance
2.200000000000000000e+02,2.885295279536665536e+00
2.210000000000000000e+02,3.228768320512676038e+00
2.220000000000000000e+02,4.415173351082000153e+00
2.230000000000000000e+02,3.038702954290694258e+00
2.240000000000000000e+02,4.019205688189263270e+00
2.250000000000000000e+02,3.487280678488880792e+00
2.260000000000000000e+02,3.921842362067729848e+00
2.270000000000000000e+02,4.612125675630421640e+00
2.280000000000000000e+02,5.353813210737875750e+00
2.290000000000000000e+02,6.567875038879393834e+00
2.300000000000000000e+02,7.083171641355917814e+00
2.310000000000000000e+02,6.202817930603696794e+00
2.320000000000000000e+02,6.886570304616291160e+00
2.330000000000000000e+02,4.935550378993913689e+00
2.340000000000000000e+02,3.980501083473354740e+00
2.350000000000000000e+02,5.140351687811373083e+00
2.360000000000000000e+02,6.251758706387615661e+00
2.370000000000000000e+02,4.958835323613392632e+00
2.380000000000000000e+02,3.808007463218856081e+00
2.390000000000000000e+02,5.645735213722229417e+00
2.400000000000000000e+02,4.922486594417156525e+00
2.410000000000000000e+02,5.489946888180555540e+00
2.420000000000000000e+02,2.763230194325877243e+00
2.430000000000000000e+02,3.120799262844887956e+00
2.440000000000000000e+02,4.157075666400581682e+00
2.450000000000000000e+02,4.703317586362947722e+00
2.460000000000000000e+02,2.295381411848591124e+00
2.470000000000000000e+02,3.489730985432900834e+00
2.480000000000000000e+02,3.368860293161768826e+00
2.490000000000000000e+02,2.409551633018358174e+00
2.500000000000000000e+02,3.629561961623768429e+00
2.510000000000000000e+02,4.300650142882900262e+00
2.520000000000000000e+02,3.836249441629044910e+00
2.530000000000000000e+02,2.251747713489937741e+00
2.540000000000000000e+02,3.360062252757062495e+00
2.550000000000000000e+02,1.347841233529901483e+00
2.560000000000000000e+02,2.939635526976148938e+00
2.570000000000000000e+02,2.510882387549234096e+00
2.580000000000000000e+02,3.849227803344306587e+00
2.590000000000000000e+02,4.017453734602200122e+00
2.600000000000000000e+02,3.961916949047707526e+00
2.610000000000000000e+02,1.739846921966492932e+00
2.620000000000000000e+02,4.417231755143181005e+00
2.630000000000000000e+02,4.033659089117731966e+00
2.640000000000000000e+02,3.041926523669904903e+00
2.650000000000000000e+02,2.293981528284429139e+00
2.660000000000000000e+02,3.495266800044015909e+00
2.670000000000000000e+02,1.827082667726975140e+00
2.680000000000000000e+02,3.476400851709476658e+00
2.690000000000000000e+02,2.636502222259082817e+00
2.700000000000000000e+02,3.097045702835393044e+00
2.710000000000000000e+02,3.080201055430100254e+00
2.720000000000000000e+02,3.120772612636955046e+00
2.730000000000000000e+02,3.132326912936140406e+00
2.740000000000000000e+02,2.891901849717427808e+00
2.750000000000000000e+02,4.107782286756759049e+00
2.760000000000000000e+02,2.835574305871237932e+00
2.770000000000000000e+02,2.945321335758999126e+00
2.780000000000000000e+02,3.579761448486830755e+00
2.790000000000000000e+02,2.903277787220955197e+00
2.800000000000000000e+02,3.288237174582762545e+00
2.810000000000000000e+02,4.750853824518797452e+00
2.820000000000000000e+02,5.983301352483079150e+00
2.830000000000000000e+02,4.283351310288538549e+00
2.840000000000000000e+02,5.070724587484583878e+00
2.850000000000000000e+02,5.440934810187533444e+00
2.860000000000000000e+02,5.889922610005513093e+00
2.870000000000000000e+02,5.552053223720966102e+00
2.880000000000000000e+02,5.025670722310310090e+00
2.890000000000000000e+02,3.352985754940655205e+00
2.900000000000000000e+02,5.221264105342601880e+00
2.910000000000000000e+02,3.719367886502041198e+00
2.920000000000000000e+02,4.075348939813121518e+00
2.930000000000000000e+02,4.892147690639574442e+00
2.940000000000000000e+02,5.202003120701634842e+00
2.950000000000000000e+02,4.580983619530144324e+00
2.960000000000000000e+02,5.113128690863947057e+00
2.970000000000000000e+02,4.616987082364767403e+00
2.980000000000000000e+02,3.458448564286075388e+00
2.990000000000000000e+02,3.325643712253121276e+00
3.000000000000000000e+02,5.389896713420164964e+00
3.010000000000000000e+02,5.466250176626521906e+00
3.020000000000000000e+02,3.670643587994812496e+00
3.030000000000000000e+02,4.952810856336006040e+00
3.040000000000000000e+02,4.236478308802526627e+00
3.050000000000000000e+02,3.466281195330604525e+00
3.060000000000000000e+02,5.805656451099116211e+00
3.070000000000000000e+02,5.797003453990820177e+00
3.080000000000000000e+02,4.483737631514070898e+00
3.090000000000000000e+02,5.034212928080626703e+00
3.100000000000000000e+02,3.979229087473561854e+00
3.110000000000000000e+02,4.500249088974126899e+00
3.120000000000000000e+02,5.751888258594350489e+00
3.130000000000000000e+02,4.698960646942987651e+00
3.140000000000000000e+02,2.831829939156953468e+00
3.150000000000000000e+02,5.356527338035912855e+00
3.160000000000000000e+02,4.311782982959147859e+00
3.170000000000000000e+02,4.724230965977560537e+00
3.180000000000000000e+02,3.223181754316840397e+00
3.190000000000000000e+02,4.674557203215517376e+00
3.200000000000000000e+02,4.227578922669826156e+00
3.210000000000000000e+02,5.089677865154739855e+00
3.220000000000000000e+02,2.616714751768331126e+00
3.230000000000000000e+02,2.303043771234724701e+00
3.240000000000000000e+02,4.357038377437000065e+00
3.250000000000000000e+02,3.472976440603872561e+00
3.260000000000000000e+02,2.352774135424913649e+00
3.270000000000000000e+02,4.035269158030260428e+00
3.280000000000000000e+02,3.323094161326761053e+00
3.290000000000000000e+02,4.727359704772913673e+00
3.300000000000000000e+02,3.459518941335556708e+00
3.310000000000000000e+02,4.042192435158164621e+00
3.320000000000000000e+02,2.941943786172860342e+00
3.330000000000000000e+02,3.426216530057354603e+00
3.340000000000000000e+02,3.258374278228467702e+00
3.350000000000000000e+02,3.254167504359673391e+00
3.360000000000000000e+02,3.067213683890044784e+00
3.370000000000000000e+02,2.776268558364400896e+00
3.380000000000000000e+02,2.411686985260644178e+00
3.390000000000000000e+02,2.042958535028994937e+00
3.400000000000000000e+02,3.709236206094811195e+00
3.410000000000000000e+02,3.918873472790031620e+00
3.420000000000000000e+02,2.466248028561994765e+00
3.430000000000000000e+02,1.146957375731401108e+00
3.440000000000000000e+02,3.196425285530168026e+00
3.450000000000000000e+02,2.722054465807732804e+00
3.460000000000000000e+02,1.866537712341278299e+00
3.470000000000000000e+02,1.329168786884257880e+00
3.480000000000000000e+02,2.874399936090800800e+00
3.490000000000000000e+02,1.573822103728732547e+00
3.500000000000000000e+02,9.174026194393614109e-01
3.510000000000000000e+02,2.694335237794129867e+00
3.520000000000000000e+02,1.138303848880299451e+00
3.530000000000000000e+02,7.407193718724971454e-01
3.540000000000000000e+02,2.611298995417049795e+00
3.550000000000000000e+02,2.169360627165696442e+00
3.560000000000000000e+02,8.698875406306285640e-01
3.570000000000000000e+02,1.592890461739907559e+00
3.580000000000000000e+02,4.872535716030265140e-01
3.590000000000000000e+02,3.003472875365934325e+00
3.600000000000000000e+02,2.407071580395092614e+00
3.610000000000000000e+02,3.286666726974844632e+00
3.620000000000000000e+02,1.427333528465277501e+00
3.630000000000000000e+02,3.113983046592653015e+00
3.640000000000000000e+02,9.473600120017073856e-01
3.650000000000000000e+02,2.289052641537621557e+00
3.660000000000000000e+02,1.843945957672542102e+00
3.670000000000000000e+02,3.197689743293184339e+00
3.680000000000000000e+02,3.004927742245906419e+00
3.690000000000000000e+02,6.766791232448204907e-01
3.700000000000000000e+02,7.406966953635657491e-01
3.710000000000000000e+02,5.248644604703195382e-01
3.720000000000000000e+02,2.825796997293944290e+00
3.730000000000000000e+02,6.369906963709325298e-01
3.740000000000000000e+02,3.018048016544073953e+00
3.750000000000000000e+02,4.249555218578590088e-01
3.760000000000000000e+02,2.100302232495486532e+00
3.770000000000000000e+02,3.140699014628312469e+00
3.780000000000000000e+02,1.527324114133721045e+00
3.790000000000000000e+02,7.071874220839131642e-01
3.800000000000000000e+02,3.129871441378889063e+00
3.810000000000000000e+02,1.105090556477113184e+00
3.820000000000000000e+02,8.595080054516838208e-01
3.830000000000000000e+02,4.104882861472617939e-01
3.840000000000000000e+02,2.747539245053250756e+00
3.850000000000000000e+02,3.057206572795118649e-01
3.860000000000000000e+02,7.588390395674868838e-01
3.870000000000000000e+02,2.754915267021472935e+00
3.880000000000000000e+02,2.103598898744862389e+00
3.890000000000000000e+02,2.969209195040955152e+00
3.900000000000000000e+02,2.819140423062454381e+00
3.910000000000000000e+02,2.308128772481572444e+00
3.920000000000000000e+02,2.197777588997397391e+00
3.930000000000000000e+02,6.024820550973857269e-01
3.940000000000000000e+02,1.105238415564667065e+00
3.950000000000000000e+02,9.680150558300265606e-01
3.960000000000000000e+02,2.521924865386134584e+00
3.970000000000000000e+02,3.111229076091405421e+00
3.980000000000000000e+02,3.200826332438691857e+00
3.990000000000000000e+02,6.987515447660681556e-01
4.000000000000000000e+02,2.589136388026859414e+00
4.010000000000000000e+02,2.750828558102939692e+00
4.020000000000000000e+02,3.235112078548899373e+00
4.030000000000000000e+02,2.375634163941985122e+00
4.040000000000000000e+02,1.560462838407468578e+00
4.050000000000000000e+02,3.514550040922555851e+00
4.060000000000000000e+02,9.951329195449817311e-01
4.070000000000000000e+02,1.607403945652583488e+00
4.080000000000000000e+02,1.459637452371707944e+00
4.090000000000000000e+02,2.282060669440713951e+00
4.100000000000000000e+02,9.138705500090044120e-01
4.110000000000000000e+02,3.505371977472398370e+00
4.120000000000000000e+02,2.378264826121060604e+00
4.130000000000000000e+02,6.792149484771820012e-01
4.140000000000000000e+02,2.516888174132616118e+00
4.150000000000000000e+02,2.665818332263246937e+00
4.160000000000000000e+02,2.262180314594861574e+00
4.170000000000000000e+02,3.294908922126440931e+00
4.180000000000000000e+02,3.511377573056437384e+00
4.190000000000000000e+02,2.922321920396871775e+00
4.200000000000000000e+02,3.156291068207398354e+00
4.210000000000000000e+02,1.557140460160211903e+00
4.220000000000000000e+02,9.259748253130942741e-01
4.230000000000000000e+02,2.642357486433995373e+00
4.240000000000000000e+02,3.564868025720329570e+00
4.250000000000000000e+02,3.115598316599987871e+00
4.260000000000000000e+02,2.406073175387897667e+00
4.270000000000000000e+02,2.271135589963539925e+00
4.280000000000000000e+02,1.032579213212858393e+00
4.290000000000000000e+02,3.060826267497733344e+00
4.300000000000000000e+02,3.435146570630114304e+00
4.310000000000000000e+02,3.787624178552437382e+00
4.320000000000000000e+02,2.231039034465789328e+00
4.330000000000000000e+02,2.794652284968014655e+00
4.340000000000000000e+02,3.924972728688020940e+00
4.350000000000000000e+02,1.903639920559550447e+00
4.360000000000000000e+02,3.827802357865666583e+00
4.370000000000000000e+02,2.613950090330677600e+00
4.380000000000000000e+02,1.110053485800940765e+00
4.390000000000000000e+02,2.855767031762706409e+00
4.400000000000000000e+02,2.819255046679637999e+00
4.410000000000000000e+02,2.943630143514824660e+00
4.420000000000000000e+02,1.162760152426752125e+00
4.430000000000000000e+02,1.081002767371224138e+00
4.440000000000000000e+02,3.644430312936092431e+00
4.450000000000000000e+02,3.565632042279222258e+00
4.460000000000000000e+02,3.112577775716560247e+00
4.470000000000000000e+02,2.995301592176790706e+00
4.480000000000000000e+02,3.718529880770756968e+00
4.490000000000000000e+02,1.196747205248451573e+00
4.500000000000000000e+02,1.784463926132149769e+00
4.510000000000000000e+02,1.120463114999470378e+00
4.520000000000000000e+02,2.880709861901932012e+00
4.530000000000000000e+02,1.671204563914709951e+00
4.540000000000000000e+02,3.313730966789963261e+00
4.550000000000000000e+02,2.869164376214410339e+00
