# wavelength,Abs
2.200000000000000000e+02,1.067497704666871439e+00
2.210000000000000000e+02,2.219124332563704449e+00
2.220000000000000000e+02,9.353082823934067980e-01
2.230000000000000000e+02,1.514781770526497207e+00
2.240000000000000000e+02,1.651700481957378841e+00
2.250000000000000000e+02,2.654185888663395776e+00
2.260000000000000000e+02,2.409512829814382862e+00
2.270000000000000000e+02,1.482200596586495722e+00
2.280000000000000000e+02,1.851750945764688794e+00
2.290000000000000000e+02,9.273011855713966245e-01
2.300000000000000000e+02,2.066953759904131438e+00
2.310000000000000000e+02,3.854182623776990724e+00
2.320000000000000000e+02,3.425256714015455728e+00
2.330000000000000000e+02,2.003836578113096678e+00
2.340000000000000000e+02,2.361080976892696803e+00
2.350000000000000000e+02,3.080110895077291300e+00
2.360000000000000000e+02,1.137167562493281991e+00
2.370000000000000000e+02,-8.488992840691289565e-02
2.380000000000000000e+02,-2.222180768325866307e+00
2.390000000000000000e+02,8.121812816389245571e-01
2.400000000000000000e+02,1.300879072108951817e+00
2.410000000000000000e+02,3.743425566943892946e+00
2.420000000000000000e+02,1.072564012327805960e+00
2.430000000000000000e+02,1.145449249474173925e+00
2.440000000000000000e+02,8.037240542317469760e-01
2.450000000000000000e+02,2.217986312680271688e+00
2.460000000000000000e+02,5.567345359910500502e-01
2.470000000000000000e+02,1.962641983951640690e-01
2.480000000000000000e+02,9.903370142352482253e-01
2.490000000000000000e+02,-5.872239642190479891e-02
2.500000000000000000e+02,2.989422279915342706e+00
2.510000000000000000e+02,-7.321282291123576424e-02
2.520000000000000000e+02,2.190317997417969398e+00
2.530000000000000000e+02,-4.886218196028755401e-01
2.540000000000000000e+02,-4.777196378292325463e-03
2.550000000000000000e+02,1.041302991648191734e+00
2.560000000000000000e+02,1.562306802612481338e+00
2.570000000000000000e+02,-7.707789352888860801e-02
2.580000000000000000e+02,1.761221350098897354e+00
2.590000000000000000e+02,2.912544970431933500e+00
2.600000000000000000e+02,1.688862498953233704e+00
2.610000000000000000e+02,2.295988533778101193e+00
2.620000000000000000e+02,1.795057806912057075e+00
2.630000000000000000e+02,-1.458134810084427579e+00
2.640000000000000000e+02,2.762862867944306799e-01
2.650000000000000000e+02,-2.467313318669649425e-01
2.660000000000000000e+02,-7.304574492648880923e-01
2.670000000000000000e+02,1.091340892915606098e+00
2.680000000000000000e+02,4.116742933040067887e-01
2.690000000000000000e+02,3.591723973488035737e-01
2.700000000000000000e+02,3.676470465802810783e-01
2.710000000000000000e+02,1.072777944574487829e+00
2.720000000000000000e+02,-6.823620352215737928e-01
2.730000000000000000e+02,7.647163331285821153e-01
2.740000000000000000e+02,-2.864249593097071278e-01
2.750000000000000000e+02,1.445364288627567717e+00
2.760000000000000000e+02,2.366746554720684959e+00
2.770000000000000000e+02,-1.008195630084665062e+00
2.780000000000000000e+02,1.656529990242317396e+00
2.790000000000000000e+02,1.994470674429772661e+00
2.800000000000000000e+02,1.980269401981646915e+00
2.810000000000000000e+02,1.353986144097182098e+00
2.820000000000000000e+02,1.950171465549163097e-01
2.830000000000000000e+02,1.160130800005781060e+00
2.840000000000000000e+02,2.694623795758932516e+00
2.850000000000000000e+02,9.581460941953996446e-01
2.860000000000000000e+02,-8.135414602792523375e-02
2.870000000000000000e+02,1.992963898273733658e+00
2.880000000000000000e+02,1.376285903307733038e+00
2.890000000000000000e+02,1.611965141141461499e-01
2.900000000000000000e+02,1.000841405806392581e+00
2.910000000000000000e+02,1.493360809462165317e+00
2.920000000000000000e+02,2.640735966274580626e+00
2.930000000000000000e+02,-3.048806053301995611e-01
2.940000000000000000e+02,5.704689726571506858e-01
2.950000000000000000e+02,9.872809133730678921e-01
2.960000000000000000e+02,3.322272904449966369e+00
2.970000000000000000e+02,2.090287239660089114e-01
2.980000000000000000e+02,3.373760009223476963e+00
2.990000000000000000e+02,1.422262381820914801e+00
3.000000000000000000e+02,-1.057170291438370713e+00
3.010000000000000000e+02,1.415297026256142399e+00
3.020000000000000000e+02,-9.197495003733393570e-01
3.030000000000000000e+02,1.898686743584542036e+00
3.040000000000000000e+02,2.612978046783774211e+00
3.050000000000000000e+02,1.668488797488740794e+00
3.060000000000000000e+02,1.661173763526044844e-01
3.070000000000000000e+02,7.447385809007563973e-01
3.080000000000000000e+02,8.525244557216967722e-01
3.090000000000000000e+02,-5.414082260224633014e-01
3.100000000000000000e+02,2.901809629079397101e+00
3.110000000000000000e+02,1.929923228700118454e+00
3.120000000000000000e+02,1.092012283788442062e+00
3.130000000000000000e+02,2.006957332963271057e+00
3.140000000000000000e+02,1.007529869850074533e+00
3.150000000000000000e+02,6.214997497380057023e-01
3.160000000000000000e+02,3.341371746363503981e-01
3.170000000000000000e+02,-2.553881818273613380e-01
3.180000000000000000e+02,1.970229614603161483e+00
3.190000000000000000e+02,-3.764389195309075786e-01
3.200000000000000000e+02,3.999086240752006027e+00
3.210000000000000000e+02,-2.149845750160482849e-01
3.220000000000000000e+02,1.933133701692503870e+00
3.230000000000000000e+02,-7.896579035318307405e-02
3.240000000000000000e+02,1.253981485610828672e+00
3.250000000000000000e+02,2.322048094578108124e+00
3.260000000000000000e+02,9.213565913815489061e-01
3.270000000000000000e+02,7.810770363995571675e-01
3.280000000000000000e+02,-5.302133207182219143e-01
3.290000000000000000e+02,2.699636859188233373e+00
3.300000000000000000e+02,2.751553151110619044e+00
3.310000000000000000e+02,-1.016405113936807547e+00
3.320000000000000000e+02,1.499577131912260164e+00
3.330000000000000000e+02,-7.723917670877480379e-01
3.340000000000000000e+02,1.558611484886861076e+00
3.350000000000000000e+02,2.461795673959223940e+00
3.360000000000000000e+02,1.837358384336782002e+00
3.370000000000000000e+02,2.646069873871972900e-01
3.380000000000000000e+02,8.511832742757448056e-01
