# wavelength,Abs
2.200000000000000000e+02,4.583103845487880967e+00
2.210000000000000000e+02,3.838712941933058787e+00
2.220000000000000000e+02,7.357610944301342659e-01
2.230000000000000000e+02,5.372227514012820393e+00
2.240000000000000000e+02,4.521136786914370376e-02
2.250000000000000000e+02,2.067149516517993391e+00
2.260000000000000000e+02,1.695166140330448989e+00
2.270000000000000000e+02,2.867968263580663812e+00
2.280000000000000000e+02,3.364021249215227272e+00
2.290000000000000000e+02,4.184930378512624394e+00
2.300000000000000000e+02,2.813493639054635675e+00
2.310000000000000000e+02,1.589196344269366623e+00
2.320000000000000000e+02,1.988684760582716260e+00
2.330000000000000000e+02,4.206103097576800565e+00
2.340000000000000000e+02,1.737367461411977843e+00
2.350000000000000000e+02,2.371168629873598555e+00
2.360000000000000000e+02,3.632768233003666580e+00
2.370000000000000000e+02,1.600401309217176937e+00
2.380000000000000000e+02,7.618136934471972932e-01
2.390000000000000000e+02,1.198889651490485875e+00
2.400000000000000000e+02,-4.799663510057907700e-01
2.410000000000000000e+02,1.542704225565767251e+00
2.420000000000000000e+02,1.743289939632710839e+00
2.430000000000000000e+02,2.039401877866863444e+00
2.440000000000000000e+02,1.636278737337461431e+00
2.450000000000000000e+02,3.894877113453872219e+00
2.460000000000000000e+02,3.079966174422970937e+00
2.470000000000000000e+02,1.585904452855361413e+00
2.480000000000000000e+02,1.288175718275926362e+00
2.490000000000000000e+02,2.657889769290338045e+00
2.500000000000000000e+02,-3.114922829047301889e-01
2.510000000000000000e+02,4.690062217367803044e-01
2.520000000000000000e+02,5.450299192260217307e-01
2.530000000000000000e+02,1.412061897833933877e-01
2.540000000000000000e+02,8.277990508779399237e-01
2.550000000000000000e+02,-8.070974546234257474e-01
2.560000000000000000e+02,1.264594992525222228e+00
2.570000000000000000e+02,1.214315798135665370e+00
2.580000000000000000e+02,2.803546815290084648e+00
2.590000000000000000e+02,1.526589958252745349e-01
2.600000000000000000e+02,-3.080344286063260162e-01
2.610000000000000000e+02,2.003919907016162849e-01
2.620000000000000000e+02,4.354193662618243144e-01
2.630000000000000000e+02,1.041715114915926055e+00
2.640000000000000000e+02,1.515093438950116500e+00
2.650000000000000000e+02,-1.636132154397594851e-01
2.660000000000000000e+02,1.768817313269225533e+00
2.670000000000000000e+02,1.205213768240229300e+00
2.680000000000000000e+02,1.701347182250611212e+00
2.690000000000000000e+02,-4.479070950705110743e-02
2.700000000000000000e+02,-1.526783381952778962e+00
2.710000000000000000e+02,5.769186637492558223e-01
2.720000000000000000e+02,-6.151987013381980951e-01
2.730000000000000000e+02,4.463980776838560871e-02
2.740000000000000000e+02,1.188882451394149831e+00
2.750000000000000000e+02,-1.476706515883144499e+00
2.760000000000000000e+02,1.189402304022749046e+00
2.770000000000000000e+02,-2.876519855487887689e+00
2.780000000000000000e+02,1.267015254657946066e+00
2.790000000000000000e+02,9.237327747894150676e-01
2.800000000000000000e+02,-4.760021357008659137e-02
2.810000000000000000e+02,2.256456702846449058e+00
2.820000000000000000e+02,1.545735188877544353e+00
2.830000000000000000e+02,-2.987837842112706532e+00
2.840000000000000000e+02,-2.658765549986661370e-01
2.850000000000000000e+02,2.614081597519717359e+00
2.860000000000000000e+02,-1.596592974850001845e-01
2.870000000000000000e+02,1.839409533479698933e-01
2.880000000000000000e+02,3.396114851429461012e+00
2.890000000000000000e+02,2.758755788539225762e+00
2.900000000000000000e+02,1.180446117167261111e+00
2.910000000000000000e+02,9.241244074321660618e-01
2.920000000000000000e+02,1.908179097631575338e+00
2.930000000000000000e+02,1.726340838632205221e+00
2.940000000000000000e+02,1.629366918282880938e+00
2.950000000000000000e+02,1.737198939412909926e+00
2.960000000000000000e+02,-4.043739833611723622e-01
2.970000000000000000e+02,3.699255285143209004e+00
2.980000000000000000e+02,1.637199293908790043e+00
2.990000000000000000e+02,1.250722038150590798e+00
3.000000000000000000e+02,4.029642006493375561e+00
3.010000000000000000e+02,-2.818982140991892482e-01
3.020000000000000000e+02,2.102759866268030464e+00
3.030000000000000000e+02,8.571612200035914064e-01
3.040000000000000000e+02,3.532378790448063910e+00
3.050000000000000000e+02,1.475072481973566552e+00
3.060000000000000000e+02,2.018581257567122478e+00
3.070000000000000000e+02,-5.650968885527671848e-01
3.080000000000000000e+02,2.755255248003518176e+00
3.090000000000000000e+02,6.045607749067201109e-01
3.100000000000000000e+02,8.816759871010135807e-01
3.110000000000000000e+02,2.747796005272548303e+00
3.120000000000000000e+02,2.067742473503672684e+00
3.130000000000000000e+02,3.737188700419666887e+00
3.140000000000000000e+02,7.357629030604432296e-01
3.150000000000000000e+02,-1.814595956502143004e-01
3.160000000000000000e+02,1.034736669034108880e+00
3.170000000000000000e+02,1.768311868415159971e+00
3.180000000000000000e+02,1.442677926664431620e+00
3.190000000000000000e+02,1.395133556846452683e+00
3.200000000000000000e+02,1.645205170107749471e+00
3.210000000000000000e+02,1.562651628909037305e+00
3.220000000000000000e+02,2.672233524451907982e+00
3.230000000000000000e+02,3.645508434255081642e+00
3.240000000000000000e+02,1.119235411392009993e-01
3.250000000000000000e+02,9.251113102176300451e-01
3.260000000000000000e+02,2.378918464858005954e+00
3.270000000000000000e+02,1.004059949479505942e+00
3.280000000000000000e+02,1.759071711119311043e+00
3.290000000000000000e+02,8.864869867179570040e-01
3.300000000000000000e+02,-1.680995708260316857e+00
3.310000000000000000e+02,8.164271543964622957e-01
3.320000000000000000e+02,-9.315272330552996083e-01
3.330000000000000000e+02,2.174294741993951785e-01
3.340000000000000000e+02,1.886706679073915760e+00
3.350000000000000000e+02,-3.848930837015968054e-01
3.360000000000000000e+02,7.537519872223676920e-01
3.370000000000000000e+02,1.895542866858373809e+00
3.380000000000000000e+02,3.072966487190581297e+00
3.390000000000000000e+02,-3.778371099477592088e-01
3.400000000000000000e+02,-1.216760828055342580e+00
3.410000000000000000e+02,8.656678303789199225e-01
3.420000000000000000e+02,1.198633131623115577e+00
3.430000000000000000e+02,-1.635152471325790335e-02
3.440000000000000000e+02,7.991186218998580504e-02
3.450000000000000000e+02,-8.714920849834726368e-01
3.460000000000000000e+02,-5.224174375195007602e-01
3.470000000000000000e+02,3.016273445093424210e-01
3.480000000000000000e+02,1.692557595921470592e-02
3.490000000000000000e+02,1.268599193317555773e+00
3.500000000000000000e+02,2.057681143152283898e+00
3.510000000000000000e+02,8.815590176864571692e-01
3.520000000000000000e+02,1.030051796070706072e+00
3.530000000000000000e+02,-3.266500327675100346e-01
