# wavelength,Abs
2.200000000000000000e+02,1.223823601835383190e+00
2.210000000000000000e+02,1.866927316735490283e+00
2.220000000000000000e+02,6.340605881672002342e-01
2.230000000000000000e+02,8.521151163065168177e-01
2.240000000000000000e+02,1.521350730697351938e+00
2.250000000000000000e+02,1.333314346725093413e+00
2.260000000000000000e+02,1.263625021600485177e-01
2.270000000000000000e+02,2.450014883591080661e+00
2.280000000000000000e+02,2.373770518544644936e+00
2.290000000000000000e+02,2.375380394249837490e-01
2.300000000000000000e+02,8.542785300418274108e-01
2.310000000000000000e+02,9.872464592202984113e-01
2.320000000000000000e+02,1.318909161331396573e+00
2.330000000000000000e+02,1.549747475756719339e+00
2.340000000000000000e+02,9.989437140783359315e-01
2.350000000000000000e+02,5.058781193865522496e-01
2.360000000000000000e+02,-1.074022914376183246e+00
2.370000000000000000e+02,1.792099746708397667e-01
2.380000000000000000e+02,-7.183833637856048560e-01
2.390000000000000000e+02,-6.764470280996301987e-01
2.400000000000000000e+02,4.394720115976019637e-01
2.410000000000000000e+02,2.928970525083858800e-01
2.420000000000000000e+02,9.411044847686542703e-01
2.430000000000000000e+02,4.480726878366525501e-01
2.440000000000000000e+02,-6.870918866665183256e-01
2.450000000000000000e+02,-1.791278543815522650e-01
2.460000000000000000e+02,3.528818679205273368e-01
2.470000000000000000e+02,1.235104083311078460e+00
2.480000000000000000e+02,-7.934914036177184160e-01
2.490000000000000000e+02,2.103219412899901275e-01
2.500000000000000000e+02,1.809508073740960787e+00
2.510000000000000000e+02,-5.573452441923055778e-01
2.520000000000000000e+02,-1.305471557538256944e-01
2.530000000000000000e+02,8.931751586496663453e-01
2.540000000000000000e+02,6.479029785984012912e-01
2.550000000000000000e+02,-4.614495315987102164e-01
2.560000000000000000e+02,7.316005645024509230e-02
2.570000000000000000e+02,2.179915710817992291e-01
2.580000000000000000e+02,8.424126959709049567e-02
2.590000000000000000e+02,-1.033192237251464363e+00
2.600000000000000000e+02,-3.076675985066298913e-02
2.610000000000000000e+02,-1.975324619593000486e-01
2.620000000000000000e+02,1.916644724761774367e-03
2.630000000000000000e+02,-3.993518095150729863e-01
2.640000000000000000e+02,-1.841686047442234464e-01
2.650000000000000000e+02,-1.803444970767041355e-01
2.660000000000000000e+02,-1.667310469914191629e+00
2.670000000000000000e+02,2.141649778777834079e-01
2.680000000000000000e+02,-8.665626127146380808e-01
2.690000000000000000e+02,9.985124559356975960e-01
2.700000000000000000e+02,6.455348333074879541e-01
2.710000000000000000e+02,6.487631059828079527e-01
2.720000000000000000e+02,8.997273301832117154e-01
2.730000000000000000e+02,-5.677875219353502034e-01
2.740000000000000000e+02,6.426405827636608725e-01
2.750000000000000000e+02,2.013892149461696257e-01
2.760000000000000000e+02,-2.840409907164064274e-01
2.770000000000000000e+02,-7.408915284698653902e-01
2.780000000000000000e+02,-9.341690264377783270e-01
2.790000000000000000e+02,-1.558009515781038301e+00
2.800000000000000000e+02,5.037382755629354891e-01
2.810000000000000000e+02,1.203098349881319029e+00
2.820000000000000000e+02,-2.103060711782089309e-01
2.830000000000000000e+02,-2.582293693887422470e-01
2.840000000000000000e+02,2.166953614120439575e-01
2.850000000000000000e+02,-2.830576547384862640e-01
2.860000000000000000e+02,1.145718094011901195e-01
