# wavelength,Abs
2.200000000000000000e+02,4.413022352520049374e+00
2.210000000000000000e+02,1.455355833287090839e+00
2.220000000000000000e+02,1.481873548795013651e+00
2.230000000000000000e+02,1.844086695878266235e+00
2.240000000000000000e+02,3.161762229296788185e+00
2.250000000000000000e+02,3.257394452313563171e+00
2.260000000000000000e+02,2.520771407877265169e+00
2.270000000000000000e+02,8.403568913809775776e-01
2.280000000000000000e+02,3.127277545235776834e+00
2.290000000000000000e+02,3.658089338481006259e+00
2.300000000000000000e+02,3.646543492201102854e+00
2.310000000000000000e+02,2.716685910385097102e-02
2.320000000000000000e+02,3.117701562018428518e+00
2.330000000000000000e+02,4.508418667547774206e+00
2.340000000000000000e+02,4.672252180848207814e+00
2.350000000000000000e+02,2.191880513276065479e+00
2.360000000000000000e+02,3.153057148157919265e+00
2.370000000000000000e+02,2.603880588075291769e+00
2.380000000000000000e+02,1.692659245225220488e+00
2.390000000000000000e+02,2.081145968676436642e+00
2.400000000000000000e+02,3.051463770158184818e-01
2.410000000000000000e+02,-1.081505939020210860e-01
2.420000000000000000e+02,1.811143250000977867e+00
2.430000000000000000e+02,2.253655922796141908e+00
2.440000000000000000e+02,-7.096413148708768937e-01
2.450000000000000000e+02,3.279160465454356022e+00
2.460000000000000000e+02,1.907402442157719369e+00
2.470000000000000000e+02,1.171157567896150331e+00
2.480000000000000000e+02,1.902665248609862747e+00
2.490000000000000000e+02,6.657863495098848006e-02
2.500000000000000000e+02,4.317261499945213465e+00
2.510000000000000000e+02,3.824947987973951191e-01
2.520000000000000000e+02,1.562087310157371567e+00
2.530000000000000000e+02,-2.969280562104421595e-01
2.540000000000000000e+02,2.259212184172328719e+00
2.550000000000000000e+02,6.015087200805057099e-01
2.560000000000000000e+02,3.917175772419770219e+00
2.570000000000000000e+02,2.532394566275020242e-01
2.580000000000000000e+02,-5.779796970254489352e-01
2.590000000000000000e+02,4.054263178399660106e+00
2.600000000000000000e+02,1.411101118246745889e-01
2.610000000000000000e+02,6.729994351471852987e-01
2.620000000000000000e+02,1.996295749241339568e+00
2.630000000000000000e+02,-1.968582717892639611e-01
2.640000000000000000e+02,6.203746769502336278e-01
2.650000000000000000e+02,-1.590444274532148983e-01
2.660000000000000000e+02,-4.279147894435065824e-01
2.670000000000000000e+02,7.866665504063439229e-01
2.680000000000000000e+02,1.609311506312326667e+00
2.690000000000000000e+02,-1.118759368501152540e+00
2.700000000000000000e+02,-1.962539563952012012e+00
2.710000000000000000e+02,1.781425723420640317e+00
2.720000000000000000e+02,-3.871905917072591130e-01
2.730000000000000000e+02,1.794116591215520362e+00
2.740000000000000000e+02,2.794718571892264025e-01
2.750000000000000000e+02,6.590998324364835126e-01
2.760000000000000000e+02,2.613235874673624615e+00
2.770000000000000000e+02,5.480362691048619173e-01
2.780000000000000000e+02,4.763488252481691276e+00
2.790000000000000000e+02,1.728848389139949093e+00
2.800000000000000000e+02,-4.035709236441178405e-01
2.810000000000000000e+02,8.253797368071817964e-01
2.820000000000000000e+02,2.290166288234984027e+00
2.830000000000000000e+02,2.038067150246086534e+00
2.840000000000000000e+02,5.646567356657329340e-01
2.850000000000000000e+02,5.185269600246102950e-01
2.860000000000000000e+02,8.643388293900851060e-01
2.870000000000000000e+02,1.072418996419669313e+00
2.880000000000000000e+02,1.769813305997189889e-01
2.890000000000000000e+02,-2.060641721392517667e-01
2.900000000000000000e+02,1.970689884761446020e+00
2.910000000000000000e+02,1.770553121100284955e+00
2.920000000000000000e+02,1.901095293172941902e+00
2.930000000000000000e+02,8.030114588871845038e-01
2.940000000000000000e+02,9.306761071525324613e-01
2.950000000000000000e+02,1.534048724398330732e+00
2.960000000000000000e+02,9.997887411454811080e-01
2.970000000000000000e+02,1.267596271902230232e+00
2.980000000000000000e+02,2.389609109640101092e+00
2.990000000000000000e+02,1.179575394237431407e+00
3.000000000000000000e+02,5.112186647554703534e+00
3.010000000000000000e+02,3.019569889149500419e+00
3.020000000000000000e+02,1.944542103490301876e+00
3.030000000000000000e+02,-1.824862725148096665e+00
3.040000000000000000e+02,1.723431743116444093e+00
3.050000000000000000e+02,2.131868331298099051e+00
3.060000000000000000e+02,6.712190763259084925e-01
3.070000000000000000e+02,2.630108764963201118e+00
3.080000000000000000e+02,2.506480289858881605e+00
3.090000000000000000e+02,1.703159825799835936e+00
3.100000000000000000e+02,-3.963596106206657144e-01
3.110000000000000000e+02,3.261187815111034727e+00
3.120000000000000000e+02,-3.100664749434089984e-01
3.130000000000000000e+02,-6.459612841018320673e-01
3.140000000000000000e+02,2.123005382618139869e+00
3.150000000000000000e+02,3.567334328702824742e-01
3.160000000000000000e+02,1.677076688605160681e+00
3.170000000000000000e+02,1.117094824842843614e+00
3.180000000000000000e+02,1.479385169414076717e+00
3.190000000000000000e+02,2.243185604310439007e+00
3.200000000000000000e+02,2.703630753275845677e+00
3.210000000000000000e+02,7.648375275267358386e-01
3.220000000000000000e+02,2.593485130167108021e-01
3.230000000000000000e+02,4.247122494388090530e+00
3.240000000000000000e+02,1.895367326197838764e-01
3.250000000000000000e+02,1.715174594111165129e-01
3.260000000000000000e+02,1.537998156684669437e+00
3.270000000000000000e+02,2.605392641721035130e+00
3.280000000000000000e+02,2.090917047216201752e+00
3.290000000000000000e+02,-7.211928889074548099e-02
3.300000000000000000e+02,1.095329809833614165e+00
3.310000000000000000e+02,3.008784450948247091e+00
3.320000000000000000e+02,8.613489680284863725e-01
3.330000000000000000e+02,1.745309257726061825e+00
3.340000000000000000e+02,2.140412710545436248e+00
3.350000000000000000e+02,1.093493679120361994e+00
3.360000000000000000e+02,-2.095361102347663262e+00
3.370000000000000000e+02,-1.442849460475792434e+00
3.380000000000000000e+02,-2.508306295959424226e+00
3.390000000000000000e+02,4.768425568851780705e-02
3.400000000000000000e+02,8.787880202126148177e-01
3.410000000000000000e+02,-2.345491452629048790e-01
3.420000000000000000e+02,3.035941984044884023e+00
3.430000000000000000e+02,-2.944043254205663818e-01
3.440000000000000000e+02,-1.269318286478021029e+00
3.450000000000000000e+02,6.991336804082080025e-01
3.460000000000000000e+02,1.188144486412501033e+00
3.470000000000000000e+02,3.050795554486540162e+00
3.480000000000000000e+02,2.848058601450239813e+00
3.490000000000000000e+02,3.795257901857301830e-02
3.500000000000000000e+02,-1.742076743016288232e+00
3.510000000000000000e+02,-9.694807614799642037e-01
3.520000000000000000e+02,1.034688734017951806e+00
3.530000000000000000e+02,-1.253905772125927465e+00
3.540000000000000000e+02,2.472586076155411483e+00
3.550000000000000000e+02,1.745845102245802360e+00
3.560000000000000000e+02,1.378992942444561054e+00
3.570000000000000000e+02,-7.077421049173433509e-01
3.580000000000000000e+02,-9.565115564831164763e-01
3.590000000000000000e+02,2.180928041834948594e+00
3.600000000000000000e+02,2.324279591351574303e-01
3.610000000000000000e+02,3.186861337739910205e-01
3.620000000000000000e+02,8.152833914978743213e-01
3.630000000000000000e+02,-1.905953095927308771e+00
3.640000000000000000e+02,-1.261364600892486809e+00
3.650000000000000000e+02,6.805345787071765962e-01
3.660000000000000000e+02,-1.810558126660774203e+00
3.670000000000000000e+02,5.905617358610538714e-01
3.680000000000000000e+02,-1.219723514178115087e+00
3.690000000000000000e+02,-7.727261459601064697e-01
3.700000000000000000e+02,1.364828236694451302e+00
3.710000000000000000e+02,-1.849605570333108684e+00
3.720000000000000000e+02,-1.175071108474673443e+00
3.730000000000000000e+02,-1.000764491121219013e+00
3.740000000000000000e+02,2.288076426392664953e+00
3.750000000000000000e+02,1.684934470902132553e+00
3.760000000000000000e+02,-3.218057215218069755e-01
3.770000000000000000e+02,-1.387920082998274296e+00
3.780000000000000000e+02,-2.264132552492498895e+00
3.790000000000000000e+02,-1.797332234583999488e+00
3.800000000000000000e+02,-1.923040337440509728e-01
3.810000000000000000e+02,1.346968804671310638e+00
3.820000000000000000e+02,2.901943152404142801e-01
3.830000000000000000e+02,9.984452050597031336e-01
3.840000000000000000e+02,-3.706184183432272850e-01
3.850000000000000000e+02,-2.671651298976170374e-01
3.860000000000000000e+02,-1.281870989330440302e+00
3.870000000000000000e+02,2.486811875721148368e+00
3.880000000000000000e+02,8.505502507453963634e-01
3.890000000000000000e+02,-1.286366776253585975e+00
3.900000000000000000e+02,-3.171977342330503657e-01
3.910000000000000000e+02,-1.362784359712261750e+00
3.920000000000000000e+02,-3.752084888405747276e-01
3.930000000000000000e+02,-7.464803188288385849e-01
3.940000000000000000e+02,-1.885995061648648941e+00
3.950000000000000000e+02,4.418535702781090091e-01
3.960000000000000000e+02,3.377867302311482467e-01
3.970000000000000000e+02,1.891539905982960734e-01
3.980000000000000000e+02,9.190149051318281526e-01
3.990000000000000000e+02,-4.854092490900504542e-01
4.000000000000000000e+02,2.808439779268611769e+00
4.010000000000000000e+02,-1.608061627296995200e+00
4.020000000000000000e+02,9.596825249669864721e-01
4.030000000000000000e+02,-8.498926763598249612e-02
4.040000000000000000e+02,2.867541833320399025e+00
4.050000000000000000e+02,1.107016318354318907e+00
4.060000000000000000e+02,1.223819243414552504e+00
4.070000000000000000e+02,2.470805989168251560e-01
4.080000000000000000e+02,-1.528351581154276273e+00
4.090000000000000000e+02,2.739058457086851472e-01
4.100000000000000000e+02,-2.431228361056730902e-01
4.110000000000000000e+02,7.267850649097299387e-01
4.120000000000000000e+02,-7.537177979037921194e-01
4.130000000000000000e+02,4.210207339158282380e+00
4.140000000000000000e+02,-6.470305988622122584e-01
4.150000000000000000e+02,7.618091185967421630e-01
4.160000000000000000e+02,1.989060774361824713e+00
4.170000000000000000e+02,-3.512963839720367742e-01
4.180000000000000000e+02,1.260528449414880292e+00
4.190000000000000000e+02,3.242444738299147922e+00
4.200000000000000000e+02,6.680266606872498070e-01
4.210000000000000000e+02,2.204767460874418550e+00
4.220000000000000000e+02,8.280364193283848984e-01
4.230000000000000000e+02,3.028565333424434236e+00
4.240000000000000000e+02,4.498343888438905758e+00
4.250000000000000000e+02,3.416072482784398456e+00
4.260000000000000000e+02,2.793913593623778446e+00
4.270000000000000000e+02,2.954128200432525553e+00
4.280000000000000000e+02,2.306875642434257134e+00
4.290000000000000000e+02,2.063740888827991782e-01
4.300000000000000000e+02,1.484074737395990828e+00
4.310000000000000000e+02,-4.294406265072030493e-01
4.320000000000000000e+02,2.820444951732150152e+00
4.330000000000000000e+02,-6.348607755746278336e-01
4.340000000000000000e+02,7.995600414930603694e-01
4.350000000000000000e+02,-1.995889791770597554e-01
