# wavelength,Abs
2.200000000000000000e+02,2.593242029183373543e+00
2.210000000000000000e+02,5.011344816197965457e+00
2.220000000000000000e+02,1.623501524686417063e-01
2.230000000000000000e+02,4.768576684883146122e+00
2.240000000000000000e+02,2.692543935143797640e+00
2.250000000000000000e+02,2.768607911252205067e+00
2.260000000000000000e+02,3.094502521405117612e+00
2.270000000000000000e+02,2.929972885938496585e+00
2.280000000000000000e+02,3.608692107351147538e+00
2.290000000000000000e+02,3.520198382393954883e+00
2.300000000000000000e+02,4.894336681425068392e+00
2.310000000000000000e+02,5.142672044978380264e+00
2.320000000000000000e+02,1.647678057677703478e+00
2.330000000000000000e+02,3.494796514116010222e+00
2.340000000000000000e+02,3.078941236015750427e+00
2.350000000000000000e+02,4.008957659399868589e+00
2.360000000000000000e+02,3.123211204308039779e+00
2.370000000000000000e+02,-2.334989057162561998e-01
2.380000000000000000e+02,6.611032067405369084e-01
2.390000000000000000e+02,6.391600280871021944e+00
2.400000000000000000e+02,2.317331875561489340e+00
2.410000000000000000e+02,3.737993381586700359e+00
2.420000000000000000e+02,2.307328237852178887e+00
2.430000000000000000e+02,5.131818090868737414e+00
2.440000000000000000e+02,2.338454359417760919e-01
2.450000000000000000e+02,8.147212766199176670e-01
2.460000000000000000e+02,-9.696345542266771034e-02
2.470000000000000000e+02,1.216741993352533857e+00
2.480000000000000000e+02,8.302875343912907713e-01
2.490000000000000000e+02,3.099464630984053226e+00
2.500000000000000000e+02,1.406356246751173433e+00
2.510000000000000000e+02,3.157507046334158574e+00
2.520000000000000000e+02,2.330690487114163822e+00
2.530000000000000000e+02,1.267243589131339387e-01
2.540000000000000000e+02,1.698462129022952904e-01
2.550000000000000000e+02,2.128251444687833782e+00
2.560000000000000000e+02,3.534964742134955262e+00
2.570000000000000000e+02,-8.149391635216423069e-01
2.580000000000000000e+02,1.295694785746571043e+00
2.590000000000000000e+02,2.194982662018784669e+00
2.600000000000000000e+02,2.247128771189061958e-01
2.610000000000000000e+02,2.360278562636511257e+00
2.620000000000000000e+02,-4.585900957583590731e-01
2.630000000000000000e+02,2.192549985127814960e+00
2.640000000000000000e+02,3.323379273655331367e+00
2.650000000000000000e+02,2.156197839709267594e+00
2.660000000000000000e+02,-5.652390275776046913e-01
2.670000000000000000e+02,2.924880356999921993e+00
2.680000000000000000e+02,-2.099248480893261437e+00
2.690000000000000000e+02,-1.813084548627083459e+00
2.700000000000000000e+02,5.965061920730171607e+00
2.710000000000000000e+02,2.556383526883779567e+00
2.720000000000000000e+02,1.444060459791373763e+00
2.730000000000000000e+02,3.784317964598003847e+00
2.740000000000000000e+02,1.321736307445184444e+00
2.750000000000000000e+02,4.592845340950905353e+00
2.760000000000000000e+02,2.317036028370273115e+00
2.770000000000000000e+02,1.959314230442383842e+00
2.780000000000000000e+02,2.279861626759884796e+00
2.790000000000000000e+02,6.010248865247747041e+00
2.800000000000000000e+02,4.194834047083630502e+00
2.810000000000000000e+02,3.455082651935024174e+00
2.820000000000000000e+02,3.937564075785134676e+00
2.830000000000000000e+02,3.220175247587199863e+00
2.840000000000000000e+02,3.635934271110484062e+00
2.850000000000000000e+02,3.425611733241962664e+00
2.860000000000000000e+02,3.572426732044304831e+00
2.870000000000000000e+02,4.815842896119525207e+00
2.880000000000000000e+02,3.538764096287494887e+00
2.890000000000000000e+02,2.506483492903054611e+00
2.900000000000000000e+02,1.190615685734548679e+00
2.910000000000000000e+02,1.677466928356379228e-01
2.920000000000000000e+02,5.206425560486492188e+00
2.930000000000000000e+02,4.584303059315009143e+00
2.940000000000000000e+02,2.613626664737799921e+00
2.950000000000000000e+02,4.233171941211092637e+00
2.960000000000000000e+02,-1.620862065140342700e-01
2.970000000000000000e+02,4.325505736089827025e+00
2.980000000000000000e+02,1.860300292517962584e+00
2.990000000000000000e+02,1.282711567947738995e+00
3.000000000000000000e+02,6.647428668449713030e-01
3.010000000000000000e+02,1.503786693438263544e+00
3.020000000000000000e+02,4.295594648248719949e+00
3.030000000000000000e+02,-9.621194958029888333e-01
3.040000000000000000e+02,4.750488547042049703e+00
3.050000000000000000e+02,4.428675730132965782e+00
3.060000000000000000e+02,2.051860885587336814e+00
3.070000000000000000e+02,8.313566183045688618e-01
3.080000000000000000e+02,2.007489373816758960e+00
3.090000000000000000e+02,2.391062389708422664e+00
3.100000000000000000e+02,2.382533519190089599e+00
3.110000000000000000e+02,2.411791740417632557e+00
3.120000000000000000e+02,2.872560970566332195e+00
3.130000000000000000e+02,1.808302296791742148e+00
3.140000000000000000e+02,2.539073592721030170e+00
3.150000000000000000e+02,3.342972018099501064e+00
3.160000000000000000e+02,4.974757122471691773e+00
3.170000000000000000e+02,3.087776535549005885e+00
3.180000000000000000e+02,2.880948808482539647e+00
3.190000000000000000e+02,5.352014415700228511e+00
3.200000000000000000e+02,4.680236545290240358e+00
3.210000000000000000e+02,1.447909664097909221e+00
3.220000000000000000e+02,-3.626062968599153002e-01
3.230000000000000000e+02,3.804751416191042956e+00
3.240000000000000000e+02,1.156571459378542777e+00
3.250000000000000000e+02,2.406740876246171723e+00
3.260000000000000000e+02,1.250402946147388228e+00
3.270000000000000000e+02,3.283625284021555402e+00
3.280000000000000000e+02,8.733165203477868399e-01
3.290000000000000000e+02,-4.501961384031138991e-02
3.300000000000000000e+02,1.169081743216206171e+00
3.310000000000000000e+02,1.879246598698883330e+00
3.320000000000000000e+02,7.035208100512865270e-01
3.330000000000000000e+02,-1.116882892269122074e-02
3.340000000000000000e+02,4.922846177951925917e+00
3.350000000000000000e+02,4.045729434897320509e+00
3.360000000000000000e+02,-5.969845427485156453e-01
3.370000000000000000e+02,2.902601093596968163e+00
3.380000000000000000e+02,5.213692319896003902e-01
3.390000000000000000e+02,1.517949269093952003e+00
3.400000000000000000e+02,4.772309424346778961e-01
3.410000000000000000e+02,-1.142368030808946777e+00
3.420000000000000000e+02,3.713177376883597391e-01
3.430000000000000000e+02,1.598451832663679184e+00
3.440000000000000000e+02,7.728267690576786642e-01
3.450000000000000000e+02,4.053290025212627157e+00
