# wavelength,Abs
2.200000000000000000e+02,-1.411188340182389922e+00
2.210000000000000000e+02,3.082542688369582784e+00
2.220000000000000000e+02,5.177370389228663328e+00
2.230000000000000000e+02,1.533813865300321932e+00
2.240000000000000000e+02,1.228120560622617541e+00
2.250000000000000000e+02,2.571098497165838825e+00
2.260000000000000000e+02,5.190590735368949549e-01
2.270000000000000000e+02,-1.366390995691940669e+00
2.280000000000000000e+02,1.906655699093630529e+00
2.290000000000000000e+02,2.286650487871022985e+00
2.300000000000000000e+02,8.006953154340203938e-01
2.310000000000000000e+02,2.392236060385989571e+00
2.320000000000000000e+02,1.963488341317900510e+00
2.330000000000000000e+02,5.457755613983028553e+00
2.340000000000000000e+02,4.441849947403850862e+00
2.350000000000000000e+02,3.832278536940878944e+00
2.360000000000000000e+02,4.319055280449506817e+00
2.370000000000000000e+02,4.439012085518752038e-01
2.380000000000000000e+02,3.506875645829762966e+00
2.390000000000000000e+02,-9.198414705046547013e-01
2.400000000000000000e+02,3.416149056823006180e+00
2.410000000000000000e+02,4.625376322861569633e+00
2.420000000000000000e+02,3.982334363382333819e+00
2.430000000000000000e+02,-4.315751952072270914e-01
2.440000000000000000e+02,-5.998007518798780247e-01
2.450000000000000000e+02,2.055208333544770838e+00
2.460000000000000000e+02,2.483237352153246036e+00
2.470000000000000000e+02,3.316498356578123641e-02
2.480000000000000000e+02,1.502408525000640260e-01
2.490000000000000000e+02,4.370052838141677221e+00
2.500000000000000000e+02,1.862317977524659884e+00
2.510000000000000000e+02,2.210388849316337723e+00
2.520000000000000000e+02,-3.129678877089104638e+00
2.530000000000000000e+02,1.588298361935198244e+00
2.540000000000000000e+02,1.191786534072692305e+00
2.550000000000000000e+02,-6.090649820341560439e-01
2.560000000000000000e+02,9.574255050775698495e-01
2.570000000000000000e+02,-5.872989100178325206e-01
2.580000000000000000e+02,2.173688456571190919e+00
2.590000000000000000e+02,1.034549883190604813e+00
2.600000000000000000e+02,-2.515691352422003702e-01
2.610000000000000000e+02,-3.632220675554698186e-02
2.620000000000000000e+02,3.277183777206759352e+00
2.630000000000000000e+02,1.239448167415369007e+00
2.640000000000000000e+02,-1.528275670063196090e-01
2.650000000000000000e+02,1.706373191459634953e+00
2.660000000000000000e+02,-1.154170230991838242e+00
2.670000000000000000e+02,4.003179835408015919e+00
2.680000000000000000e+02,4.098731245418576918e+00
2.690000000000000000e+02,2.282648793203675419e-01
2.700000000000000000e+02,-1.182028379049847144e+00
2.710000000000000000e+02,-1.278976414883362667e-01
2.720000000000000000e+02,4.263145422783236604e-01
2.730000000000000000e+02,1.088513283219214145e+00
2.740000000000000000e+02,-1.674044201720132907e-01
2.750000000000000000e+02,7.955401721059027764e-01
2.760000000000000000e+02,1.866005396251561699e+00
2.770000000000000000e+02,-1.553130760438407032e+00
2.780000000000000000e+02,-6.510660656415467873e-01
