# wavelength,Abs
2.200000000000000000e+02,2.674224639736404452e+00
2.210000000000000000e+02,2.520882120067578391e+00
2.220000000000000000e+02,2.472612214389321217e+00
2.230000000000000000e+02,2.713416513690231735e+00
2.240000000000000000e+02,2.302996775960451270e+00
2.250000000000000000e+02,2.733734252053733549e+00
2.260000000000000000e+02,2.552050892925252779e+00
2.270000000000000000e+02,2.485683382503317773e+00
2.280000000000000000e+02,3.080493832270027710e+00
2.290000000000000000e+02,3.533262747834293283e+00
2.300000000000000000e+02,4.276047360675939046e+00
2.310000000000000000e+02,4.731869261279961769e+00
2.320000000000000000e+02,4.619388082151838937e+00
2.330000000000000000e+02,4.240712483082044848e+00
2.340000000000000000e+02,4.086231944066962996e+00
2.350000000000000000e+02,3.687959830757666868e+00
2.360000000000000000e+02,3.332922629380548507e+00
2.370000000000000000e+02,2.960795814748914179e+00
2.380000000000000000e+02,2.935244493275488864e+00
2.390000000000000000e+02,2.742076605566821978e+00
2.400000000000000000e+02,2.701574647198517365e+00
2.410000000000000000e+02,2.483025458537216679e+00
2.420000000000000000e+02,2.281412700239553892e+00
2.430000000000000000e+02,2.300081409870457616e+00
2.440000000000000000e+02,2.028798774664128057e+00
2.450000000000000000e+02,2.190030626457533547e+00
2.460000000000000000e+02,2.107254229612247176e+00
2.470000000000000000e+02,1.769171369681142858e+00
2.480000000000000000e+02,1.667122591094727158e+00
2.490000000000000000e+02,1.852172448268556648e+00
2.500000000000000000e+02,1.666140654584144842e+00
2.510000000000000000e+02,1.658745699238688642e+00
2.520000000000000000e+02,1.572194822208906606e+00
2.530000000000000000e+02,1.426262587791201408e+00
2.540000000000000000e+02,1.281428938403791795e+00
2.550000000000000000e+02,1.187401321552207234e+00
2.560000000000000000e+02,1.262702169652120565e+00
2.570000000000000000e+02,1.249763076497205416e+00
2.580000000000000000e+02,1.186062708626676621e+00
2.590000000000000000e+02,1.322372385964293962e+00
2.600000000000000000e+02,1.307547374575203758e+00
2.610000000000000000e+02,1.479140937885805585e+00
2.620000000000000000e+02,1.498835801891735153e+00
2.630000000000000000e+02,1.627164555671512414e+00
2.640000000000000000e+02,1.321700498913235711e+00
2.650000000000000000e+02,1.723860339354881255e+00
2.660000000000000000e+02,1.675068801339346436e+00
2.670000000000000000e+02,1.744032431894468216e+00
2.680000000000000000e+02,1.813781165539076978e+00
2.690000000000000000e+02,1.880979951247683024e+00
2.700000000000000000e+02,1.890843106394093143e+00
2.710000000000000000e+02,2.140686553250866986e+00
2.720000000000000000e+02,1.934860734182551667e+00
2.730000000000000000e+02,2.117825857897778441e+00
2.740000000000000000e+02,2.450608653981798835e+00
2.750000000000000000e+02,2.539168587807435262e+00
2.760000000000000000e+02,2.458199737177792166e+00
2.770000000000000000e+02,2.522862344612063268e+00
2.780000000000000000e+02,2.790322623121747725e+00
2.790000000000000000e+02,2.759739512830668318e+00
2.800000000000000000e+02,2.930129331655874747e+00
2.810000000000000000e+02,2.731898776952223606e+00
2.820000000000000000e+02,3.041071864152403048e+00
2.830000000000000000e+02,3.045227919369730252e+00
2.840000000000000000e+02,3.076068648130112937e+00
2.850000000000000000e+02,3.262972016054172197e+00
2.860000000000000000e+02,3.260010523541176486e+00
2.870000000000000000e+02,3.122188309511674476e+00
2.880000000000000000e+02,3.300498008996334942e+00
