# wavelength,Abs
2.200000000000000000e+02,1.380731350501437582e+00
2.210000000000000000e+02,1.872901086268981441e+00
2.220000000000000000e+02,1.693071566358123281e+00
2.230000000000000000e+02,2.163807838455755750e+00
2.240000000000000000e+02,9.615049900905919822e-01
2.250000000000000000e+02,1.705128393233227957e+00
2.260000000000000000e+02,1.059143914013528143e+00
2.270000000000000000e+02,1.981114568753467253e+00
2.280000000000000000e+02,2.099315716942779186e+00
2.290000000000000000e+02,2.613393280073903036e+00
2.300000000000000000e+02,1.747281111929953390e+00
2.310000000000000000e+02,1.998300090320445976e+00
2.320000000000000000e+02,2.368155723800557055e+00
2.330000000000000000e+02,1.669522185448920171e+00
2.340000000000000000e+02,1.919679930104135179e+00
2.350000000000000000e+02,9.964451342958154934e-01
2.360000000000000000e+02,1.547228249197594163e+00
2.370000000000000000e+02,-4.801002407272447758e-01
2.380000000000000000e+02,3.549890736374045064e-01
2.390000000000000000e+02,1.648934129913686153e+00
2.400000000000000000e+02,1.466845993686437533e+00
2.410000000000000000e+02,7.172215306154403613e-01
2.420000000000000000e+02,8.388281239477718421e-01
2.430000000000000000e+02,6.540740025437318250e-01
2.440000000000000000e+02,8.540244248543373828e-01
2.450000000000000000e+02,1.683282806336578119e+00
2.460000000000000000e+02,1.151818582731260365e+00
2.470000000000000000e+02,1.104040510724524582e+00
2.480000000000000000e+02,3.429717562969882838e-01
2.490000000000000000e+02,1.522381368223829856e+00
2.500000000000000000e+02,1.588367944192806469e+00
2.510000000000000000e+02,8.468150620757433078e-01
2.520000000000000000e+02,6.618226365139520118e-01
2.530000000000000000e+02,4.554380355267714231e-01
2.540000000000000000e+02,7.115883507043075928e-01
2.550000000000000000e+02,8.745691725404260985e-01
2.560000000000000000e+02,6.484572385138664963e-02
2.570000000000000000e+02,3.008006577699500195e-01
2.580000000000000000e+02,1.615323537670419363e+00
2.590000000000000000e+02,6.090836625268261084e-01
2.600000000000000000e+02,1.177036769844938435e+00
2.610000000000000000e+02,9.728106442999999715e-01
2.620000000000000000e+02,5.045923600168150669e-02
2.630000000000000000e+02,6.791024096153366330e-01
2.640000000000000000e+02,1.086198558194679809e+00
2.650000000000000000e+02,1.089433149186450622e+00
2.660000000000000000e+02,1.049483582409639792e+00
2.670000000000000000e+02,1.041219577829282317e+00
2.680000000000000000e+02,4.616293592500470000e-01
2.690000000000000000e+02,-9.551910697685576102e-01
2.700000000000000000e+02,1.785131070438842615e-01
2.710000000000000000e+02,7.083254766199558183e-01
2.720000000000000000e+02,1.251950463123864266e-01
2.730000000000000000e+02,1.072758512548006582e+00
2.740000000000000000e+02,-3.846741832565087060e-01
2.750000000000000000e+02,7.578750782579031231e-01
2.760000000000000000e+02,5.125713560929482382e-01
2.770000000000000000e+02,6.838141535819404204e-01
2.780000000000000000e+02,7.844783856642989495e-02
2.790000000000000000e+02,5.202776842417047298e-01
2.800000000000000000e+02,6.287990509535503758e-01
2.810000000000000000e+02,5.903311536129727255e-01
2.820000000000000000e+02,1.089023779093243327e+00
2.830000000000000000e+02,1.099375876995318357e+00
2.840000000000000000e+02,1.089983655709822141e+00
2.850000000000000000e+02,3.695721660036402900e-01
2.860000000000000000e+02,1.224270637495035174e+00
2.870000000000000000e+02,5.487870492875118744e-01
2.880000000000000000e+02,6.901330025717095085e-01
2.890000000000000000e+02,1.344465036623601506e+00
2.900000000000000000e+02,1.291101537958595502e-01
2.910000000000000000e+02,1.580495674641023029e+00
2.920000000000000000e+02,2.950500591861093813e-02
2.930000000000000000e+02,1.429390391109631953e+00
2.940000000000000000e+02,7.145093563315149110e-01
2.950000000000000000e+02,2.233956920265400825e-01
2.960000000000000000e+02,1.401304014566297385e+00
2.970000000000000000e+02,4.150907594699646541e-01
2.980000000000000000e+02,1.228488116147972153e-01
2.990000000000000000e+02,1.125380300617820462e+00
3.000000000000000000e+02,9.888392847266255226e-01
3.010000000000000000e+02,8.770867180355450543e-01
3.020000000000000000e+02,8.966926513753286088e-01
3.030000000000000000e+02,1.249357252678037211e+00
3.040000000000000000e+02,1.519723554483989547e+00
3.050000000000000000e+02,2.645868305853275038e-01
