# wavelength,Abs
2.200000000000000000e+02,1.427918529218873633e+00
2.210000000000000000e+02,1.092363644441599391e+00
2.220000000000000000e+02,1.457825304515959930e+00
2.230000000000000000e+02,1.034721747220809229e+00
2.240000000000000000e+02,1.477352338591890524e+00
2.250000000000000000e+02,1.664649419267737462e+00
2.260000000000000000e+02,1.831134306910705334e+00
2.270000000000000000e+02,1.790187140833395585e+00
2.280000000000000000e+02,1.742671951573123490e+00
2.290000000000000000e+02,1.529750212186069103e+00
2.300000000000000000e+02,1.880138424113077855e+00
2.310000000000000000e+02,2.056605834780426356e+00
2.320000000000000000e+02,2.080706380938463163e+00
2.330000000000000000e+02,1.477140165735183031e+00
2.340000000000000000e+02,1.005491812448574551e+00
2.350000000000000000e+02,1.554429579790322258e+00
2.360000000000000000e+02,1.482049817169180717e+00
2.370000000000000000e+02,1.383511014654517091e+00
2.380000000000000000e+02,1.284779867508459406e+00
2.390000000000000000e+02,9.821845713963761604e-01
2.400000000000000000e+02,1.052668373375380551e+00
2.410000000000000000e+02,1.230994225778969220e+00
2.420000000000000000e+02,1.591356862079311707e+00
2.430000000000000000e+02,1.494446263309148648e+00
2.440000000000000000e+02,9.061742938560867211e-01
2.450000000000000000e+02,1.230206330465541509e+00
2.460000000000000000e+02,1.354356796221436454e+00
2.470000000000000000e+02,1.403781878080412104e+00
2.480000000000000000e+02,1.054394019485417777e+00
2.490000000000000000e+02,1.137077233212272942e+00
2.500000000000000000e+02,7.870803915084328972e-01
2.510000000000000000e+02,1.117766173296680154e+00
2.520000000000000000e+02,1.036920222883597642e+00
2.530000000000000000e+02,6.126513752469751051e-01
2.540000000000000000e+02,4.391506669208072866e-01
2.550000000000000000e+02,2.165581078626837574e-01
2.560000000000000000e+02,7.174103890840342057e-01
2.570000000000000000e+02,3.403840073936424404e-01
2.580000000000000000e+02,4.949297974849164450e-01
2.590000000000000000e+02,5.961901933704687462e-01
2.600000000000000000e+02,2.242668040244873984e-01
2.610000000000000000e+02,9.408891110431749638e-01
2.620000000000000000e+02,2.326308906663926424e-02
2.630000000000000000e+02,7.087404961450209928e-01
2.640000000000000000e+02,8.417770173139812462e-01
2.650000000000000000e+02,4.817383297558284205e-01
2.660000000000000000e+02,8.987991116749105558e-02
2.670000000000000000e+02,3.632875681261796275e-01
