# wavelength,Abs
2.200000000000000000e+02,1.564960891547943822e+00
2.210000000000000000e+02,1.401956845647869931e+00
2.220000000000000000e+02,1.844899797164750055e+00
2.230000000000000000e+02,8.102835538910287960e-01
2.240000000000000000e+02,1.879689678296284860e+00
2.250000000000000000e+02,2.366778287085574028e+00
2.260000000000000000e+02,2.183943720287077284e+00
2.270000000000000000e+02,1.664790539385707646e+00
2.280000000000000000e+02,2.252513530944562525e+00
2.290000000000000000e+02,2.250045683568830501e+00
2.300000000000000000e+02,2.256059303346004352e+00
2.310000000000000000e+02,3.030032069096189495e+00
2.320000000000000000e+02,2.106816150189409154e+00
2.330000000000000000e+02,2.987327848466996727e+00
2.340000000000000000e+02,3.137349130921914586e+00
2.350000000000000000e+02,2.530515685877044341e+00
2.360000000000000000e+02,2.208033315695590026e+00
2.370000000000000000e+02,1.608188378114649986e+00
2.380000000000000000e+02,2.594980486640825035e+00
2.390000000000000000e+02,2.154124525961068848e+00
2.400000000000000000e+02,1.411803290598302674e+00
2.410000000000000000e+02,1.750112517048572292e+00
2.420000000000000000e+02,1.589511212889209935e+00
2.430000000000000000e+02,1.835274602120796850e+00
2.440000000000000000e+02,1.495393813389810145e+00
2.450000000000000000e+02,1.613609297271762166e+00
2.460000000000000000e+02,1.671768119778475503e+00
2.470000000000000000e+02,1.670125796830395082e+00
2.480000000000000000e+02,1.262970214397063806e+00
2.490000000000000000e+02,1.690158292298185927e+00
2.500000000000000000e+02,1.431065008259253313e+00
2.510000000000000000e+02,1.209506120075763080e+00
2.520000000000000000e+02,1.437305390646475445e+00
2.530000000000000000e+02,1.699082004873026186e+00
2.540000000000000000e+02,1.169004773315777790e+00
2.550000000000000000e+02,8.892606163745780945e-01
2.560000000000000000e+02,5.233270891914718614e-01
2.570000000000000000e+02,9.271089189759664784e-01
2.580000000000000000e+02,5.098150266183156809e-01
2.590000000000000000e+02,9.803164284911169979e-01
2.600000000000000000e+02,8.550418505751885556e-01
2.610000000000000000e+02,8.920442599994358179e-01
2.620000000000000000e+02,1.298832599343002325e+00
2.630000000000000000e+02,9.208879788482169371e-01
2.640000000000000000e+02,4.245240539630157905e-01
2.650000000000000000e+02,8.032661100254805397e-01
2.660000000000000000e+02,7.117526777991105558e-01
2.670000000000000000e+02,5.588104396153219522e-01
2.680000000000000000e+02,1.253392337872701212e+00
2.690000000000000000e+02,9.879011954146214025e-01
2.700000000000000000e+02,1.022726300124070953e+00
2.710000000000000000e+02,8.462120625336919666e-01
2.720000000000000000e+02,1.597194628723040077e+00
2.730000000000000000e+02,9.289565765052518742e-01
2.740000000000000000e+02,1.122385603781955066e+00
2.750000000000000000e+02,1.556527260592972750e+00
2.760000000000000000e+02,8.789854012363256253e-01
2.770000000000000000e+02,1.623421595379777038e+00
2.780000000000000000e+02,1.072520603516452953e+00
2.790000000000000000e+02,1.357712143750678280e+00
2.800000000000000000e+02,7.341916980439554541e-01
2.810000000000000000e+02,1.452476225306215785e+00
2.820000000000000000e+02,4.875555713621708698e-01
2.830000000000000000e+02,1.745584032238175265e+00
2.840000000000000000e+02,1.537807894568421929e+00
2.850000000000000000e+02,1.016318316492957452e+00
2.860000000000000000e+02,2.149128695220288154e+00
2.870000000000000000e+02,2.011919930475298823e+00
2.880000000000000000e+02,1.677692103236823273e+00
2.890000000000000000e+02,1.465593896234856697e+00
2.900000000000000000e+02,1.559794765557441343e+00
