# wavelength,Abs
2.200000000000000000e+02,1.786939695836602837e+00
2.210000000000000000e+02,1.695559817237732414e+00
2.220000000000000000e+02,8.047985352495052869e-01
2.230000000000000000e+02,1.119917620002389924e+00
2.240000000000000000e+02,-3.009664989773019883e-02
2.250000000000000000e+02,1.672740919939342819e+00
2.260000000000000000e+02,8.540548143134608639e-01
2.270000000000000000e+02,9.472452778111517535e-01
2.280000000000000000e+02,1.735155169442832213e+00
2.290000000000000000e+02,3.050068160957347674e-01
2.300000000000000000e+02,1.098370938484691806e+00
2.310000000000000000e+02,2.845947538713256009e-03
2.320000000000000000e+02,1.717125276608786555e+00
2.330000000000000000e+02,6.220329664493011723e-01
2.340000000000000000e+02,3.411394549589240599e-01
2.350000000000000000e+02,-1.104589981785881747e+00
2.360000000000000000e+02,4.228107928135357851e-01
2.370000000000000000e+02,4.283406763989506261e-01
2.380000000000000000e+02,7.304069340864974835e-01
2.390000000000000000e+02,1.460555712413992513e+00
2.400000000000000000e+02,3.590447099734579983e-01
2.410000000000000000e+02,1.017638195927434985e+00
2.420000000000000000e+02,6.307040822455308726e-01
2.430000000000000000e+02,1.120674504198096444e-01
2.440000000000000000e+02,1.203414563519063174e+00
2.450000000000000000e+02,-1.310531022116723232e-01
2.460000000000000000e+02,-1.205605011715364494e+00
2.470000000000000000e+02,1.856842703969270314e-01
2.480000000000000000e+02,-1.345349260722934037e+00
2.490000000000000000e+02,6.004860781910731360e-02
2.500000000000000000e+02,4.907964429216919999e-01
2.510000000000000000e+02,2.437627225666779696e-01
2.520000000000000000e+02,-1.808999610063785513e+00
2.530000000000000000e+02,-2.237727877474630644e-01
2.540000000000000000e+02,-9.797645469516222949e-01
2.550000000000000000e+02,2.263939025722505050e-01
2.560000000000000000e+02,-4.505203884527986258e-01
2.570000000000000000e+02,-1.317391891469508414e+00
2.580000000000000000e+02,1.036639545072859381e-02
2.590000000000000000e+02,-6.347424131763593769e-01
2.600000000000000000e+02,4.703467699387839929e-01
2.610000000000000000e+02,-9.555321196510456749e-01
2.620000000000000000e+02,4.672141496646808889e-01
2.630000000000000000e+02,1.038597003776298378e+00
2.640000000000000000e+02,2.680945505665582318e-01
